timestamp,open,high,low,close
1.48E+12,689.5094914,709.1265798,683.6078472,704.0625639
1.48E+12,706.5257474,711.9707139,688.4190832,705.3178492
1.48E+12,705.2186028,727.6490776,698.6963893,714.0885708
1.48E+12,714.3047525,717.9238565,692.2944785,700.0643065
1.48E+12,704.8575146,715.9100955,694.8529023,712.5474049
1.48E+12,711.0365972,742.7329802,707.4343704,724.7135545
1.48E+12,723.459258,724.9295024,706.1091619,713.659531
1.48E+12,711.415126,721.8179676,709.7138135,716.993638
1.48E+12,716.0296559,721.547398,700.5470533,702.8701051
1.48E+12,702.9694411,710.8181596,683.847312,704.0926823
1.48E+12,702.6461812,713.85,695.595226,705.6024641
1.48E+12,705.4480391,719.4638626,700.1449954,712.825799
1.48E+12,712.6780731,746.8186373,705.69,746.6794371
1.48E+12,746.2754874,758.1846611,732.94,735.804958
1.48E+12,737.0706312,773.58,731.4031658,750.1668563
1.48E+12,747.7255169,764.0629694,743.1119315,758.3367209
1.48E+12,756.4688816,772.95,715.9852391,730.9120166
1.48E+12,733.1282916,749.89,728.6572712,738.1626292
1.48E+12,740.1787143,755.1685607,729.4,749.6946518
1.48E+12,750.7634165,753.6772887,730.7690723,740.7169669
1.48E+12,744.930473,755.2104499,728.0691153,736.4401672
1.48E+12,735.7434982,747.3260939,727.3151112,739.0326274
1.48E+12,737.901261,749.6,722.994072,736.565288
1.48E+12,737.540926,746.2,724.0504627,729.4272782
1.48E+12,727.234972,743.8689041,727.102742,736.0960605
1.48E+12,735.6437118,754.1,727.5272391,731.4229921
1.48E+12,734.7198041,751.4576129,729.0323974,744.9909957
1.48E+12,742.6601232,756.7015157,741.1132346,753.1592066
1.48E+12,754.1945845,788.6153522,753.1145177,779.3096917
1.48E+12,778.7204131,827.0138827,728.7327398,764.7209445
1.48E+12,763.5955722,790.40159,749.3504765,765.4077248
1.48E+12,771.0257366,789.417564,744.841683,751.2150711
1.48E+12,750.852511,778.2625047,750.3380381,758.6055705
1.48E+12,758.4703057,770.744876,751.6882472,764.9623201
1.48E+12,764.2411046,774.3269058,761.6961598,764.7731862
1.48E+12,765.3953859,775.6315356,764.773251,775.158948
1.48E+12,772.4926445,778.6572958,766.7192656,772.8926255
1.48E+12,771.6466735,781.2907004,758.07,770.003472
1.48E+12,767.0162449,784.2775635,763.9649515,776.7236154
1.48E+12,777.9486954,801.4574067,768.25,776.4312118
1.48E+12,775.973121,783.133609,770.1866354,776.9620936
1.48E+12,774.5158626,782.2589252,773.337977,775.2620242
1.48E+12,774.3702548,784.815986,773.4818043,780.8919271
1.48E+12,781.9843854,792.2584308,769.01,788.8100074
1.48E+12,787.5984199,792.1153324,768.01,790.0284847
1.48E+12,790.1446122,796.7698862,780.4767631,789.3591925
1.48E+12,791.0783754,802.2234437,784.4095284,798.4996241
1.48E+12,800.0351391,831.1882447,795.0183235,828.8445689
1.48E+12,828.3266916,874.450989,826.7560397,859.814027
1.48E+12,859.7810105,918.5512155,855.4197399,916.1376327
1.48E+12,914.5310028,918.4283788,882.0209644,896.7254002
1.48E+12,894.9659039,898.2460963,853.01,896.5296657
1.48E+12,894.8751504,928.2120136,890.107401,904.5330963
1.48E+12,906.8976042,942.6809835,894.7721798,933.2108145
1.48E+12,931.83611,981.7764057,928.1352193,977.8476854
1.48E+12,980.2367201,983.8040834,947.2844816,971.9356929
1.48E+12,971.8121218,972.1954213,929.6679473,962.3039691
1.48E+12,960.7441217,971.4900511,945.7921047,968.294348
1.48E+12,967.6769632,1005.722498,958.6743329,998.7172702
1.48E+12,996.7656791,1034.434296,994.2165532,1017.494604
