MACD_12_26,MACDsignal_12_26,MACDdifference_12_26,Open,High,Low,Close
0.00617742897281115,-0.004923211273400978,0.011100640246212129,4.1803,4.2526,4.1,4.1479
0.00672980832723713,-0.002312258425998572,0.009042066753235703,4.1409,4.4897,4.0141,4.148
0.0051066360805007704,-0.0006890466990654773,0.005795682779566247,4.1454,4.35,4.0343,4.1217
-0.0009125256208575294,-0.0007370405991223133,-0.00017548502173521613,4.1214,4.1792,3.9308,4.0596
-0.0271351595871252,-0.006323799727907015,-0.020811359859218188,4.0607,4.1051,3.7296,3.7758
-0.051410697075530365,-0.01575601229307392,-0.035654684782456446,3.7744,3.8226,3.5781,3.7224
-0.0756880694072315,-0.028179537654890632,-0.04750853175234086,3.7116,3.7612,3.5876,3.6456
-0.09108033106876601,-0.0411240520257732,-0.04995627904299281,3.6355,3.7142,3.5521,3.6814
-0.10703635536601563,-0.05461019360477088,-0.052426161761244754,3.6851,3.8775,3.6145,3.617
-0.14096358668643827,-0.07219770058055441,-0.06876588610588386,3.6174,3.6513,3.2368,3.323
-0.17759780279002557,-0.09358595830084611,-0.08401184448917946,3.3299,3.3759,3.0,3.1718
-0.19162429696340677,-0.11342232375642804,-0.07820197320697873,3.1736,3.3841,3.0211,3.3348
-0.18050274968322544,-0.12696330242579823,-0.05353944725742721,3.335,3.6666,3.3194,3.5913
-0.18362844238060738,-0.13838057501897855,-0.045247867361628835,3.594,3.9193,3.37,3.4126
-0.17908162621669454,-0.14656912190773533,-0.03251250430895922,3.4093,3.67,3.3613,3.4754
-0.1783832527140743,-0.1529621382350316,-0.02542111447904269,3.4674,3.5399,3.2619,3.4125
-0.16337959634056132,-0.1550535309142904,-0.008326065426270929,3.421,3.63,3.369,3.5713
-0.1565816154527102,-0.1553600742924862,-0.0012215411602240211,3.5775,3.82,3.46,3.4842
-0.1541650057025432,-0.1551204812741254,0.0009554755715821817,3.4918,3.5691,3.32,3.4243
-0.13086541603091417,-0.15026006681663243,0.019394650785718254,3.4268,3.7018,3.3911,3.6745
-0.12567098950916655,-0.14533462961022828,0.019663640101061725,3.6779,3.7042,3.396,3.4894
-0.11576769835534506,-0.1394139138681733,0.02364621551282825,3.484,3.6415,3.4101,3.5453
-0.09450149355657356,-0.1304225251657866,0.03592103160921303,3.5348,3.82,3.455,3.7
-0.06607965635073088,-0.11754374778410163,0.05146409143337076,3.7062,3.9333,3.6881,3.8355
-0.05024256888831857,-0.10407497515609192,0.053832406267773344,3.8476,3.8739,3.55,3.7445
-0.045524374950073554,-0.09235891436629125,0.046834539416217694,3.7498,3.8272,3.5563,3.6399
-0.03537280247441421,-0.08095706684908419,0.045584264374669975,3.6432,4.0111,3.6224,3.715
-0.0022521863568112366,-0.06521098085357656,0.06295879449676532,3.7124,4.0983,3.67,4.0281
0.012726667698412797,-0.04961940333823107,0.062346071036643864,4.0291,4.0602,3.71,3.8892
0.03900574794044687,-0.03189069097299469,0.07089643891344155,3.9066,4.2575,3.8519,4.0747
0.07382989476416935,-0.010743060072682234,0.08457295483685158,4.0748,4.3334,3.865,4.26
0.08324911877946128,0.008057874770640534,0.07519124400882075,4.26,4.3989,3.9001,4.0453
0.04997573918265452,0.016442339242235756,0.03353339994041876,4.0363,4.089,3.28,3.5447
0.02726631865848228,0.018607319301619796,0.008658999356862485,3.5399,3.7581,3.4178,3.5942
0.011775751252181887,0.017240912698917626,-0.005465161446735738,3.5903,3.6998,3.4752,3.6271
0.005397638738549038,0.014872128937988725,-0.009474490199439687,3.6299,3.7662,3.531,3.7013
0.00042665150800313967,0.01198290760865433,-0.01155625610065119,3.7124,3.82,3.6418,3.7024
-0.015240397857822163,0.006538056789998483,-0.021778454647820647,3.7044,3.8128,3.4501,3.5543
-0.012581083327452003,0.002714122170768887,-0.01529520549822089,3.55,3.8458,3.5059,3.74
-0.004606157710220771,0.0012500335443035489,-0.005856191254524319,3.7384,3.8966,3.7103,3.8123
-0.02037332552462967,-0.0030747154255829547,-0.017298610099046714,3.8076,3.86,3.5091,3.5348
-0.024269190259669227,-0.0073136708927943085,-0.016955519366874918,3.5337,3.7182,3.5059,3.6382
-0.029646265524994497,-0.01178024081844731,-0.017866024706547187,3.6384,3.6733,3.5077,3.6055
-0.05070898561530912,-0.019566060896499624,-0.031142924718809497,3.6036,3.6096,3.3,3.3895
-0.08830457681718329,-0.03331386454282405,-0.05499071227435924,3.3896,3.3948,3.085,3.1172
-0.10497115335363594,-0.04764540608727216,-0.057325747266363775,3.1185,3.4411,2.8001,3.2652
-0.1260116535991469,-0.0633187288907253,-0.0626929247084216,3.2644,3.3583,3.0643,3.1499
-0.13408422968795763,-0.07747188200340427,-0.056612347684553366,3.1482,3.307,3.0131,3.2375
-0.13125901047196686,-0.08822933989585947,-0.04302967057610739,3.232,3.45,3.2318,3.3332
-0.12696793118962502,-0.0959770767067565,-0.03099085448286852,3.3409,3.4173,3.2806,3.3405
-0.13786706448538766,-0.10435509031156835,-0.033511974173819306,3.3401,3.3424,3.1357,3.1433
-0.1322395756022403,-0.1099319959162857,-0.022307579685954607,3.1439,3.5441,3.06,3.3014
-0.12317625067571303,-0.11258085011565698,-0.010595400560056048,3.3012,3.3844,3.1451,3.3409
-0.12526898397629305,-0.11511847937668372,-0.010150504599609325,3.3444,3.3823,3.1761,3.2079
-0.10952736651196426,-0.11400025592633953,0.004472889414375264,3.2068,3.4737,3.1424,3.4081
-0.09140344338693751,-0.10948089058160754,0.018077447194670027,3.4081,3.6076,3.3783,3.4651
-0.08900173518657484,-0.10538505744580409,0.016383322259229255,3.458,3.498,3.2755,3.304
-0.1032262507870878,-0.10495329594060734,0.0017270451535195408,3.3041,3.3564,2.925,3.0892
-0.11423838102950334,-0.10681031355520901,-0.0074280674742943364,3.0922,3.1331,2.9198,3.0761
-0.1318950018035241,-0.11182725249477764,-0.020067749308746455,3.0705,3.6937,2.7501,2.9465
-0.1319405342093538,-0.11584990966510546,-0.016090624544248353,2.9525,3.1153,2.7679,3.1006
-0.14234315348934246,-0.12114855930184808,-0.02119459418749438,3.1171,3.1301,2.84,2.9517
-0.15157371701554911,-0.12723359164562414,-0.02434012536992497,2.9497,2.9975,2.85,2.9178
-0.158289995282197,-0.13344487302706298,-0.024845122255134022,2.9223,3.0759,2.8401,2.9026
-0.15735470683152242,-0.13822684019083478,-0.019127866640687635,2.9168,3.0496,2.8685,2.9577
-0.15745189100096946,-0.1420718506120149,-0.015380040388954547,2.9609,3.01,2.8322,2.9248
-0.1564193354854253,-0.14494134774141995,-0.011477987744005352,2.925,2.94,2.8327,2.9162
-0.1323215682164025,-0.14241739172754334,0.010095823511140828,2.9166,3.2997,2.78,3.1859
-0.0749487149863648,-0.12892365591365593,0.05397494092729113,3.1859,3.86,3.0178,3.6497
-0.041433264982634554,-0.11142557724438246,0.0699923122617479,3.6544,3.939,3.2851,3.4956
-0.01681593416476046,-0.09250364821055612,0.07568771404579566,3.5005,3.83,3.3916,3.4691
0.013093909562758466,-0.07138413628274373,0.0844780458455022,3.477,3.83,3.2283,3.5999
0.08823224868250668,-0.039460858838465264,0.12769310752097193,3.5999,4.3556,3.4703,4.2501
0.17231021594297324,0.0028933565967563207,0.16941685934621692,4.2502,4.9773,4.1361,4.5788
0.22759795414303152,0.047834276512558456,0.17976367763047307,4.5803,4.8205,4.1827,4.4707
0.36636374817182205,0.11154017130545107,0.25482357686637097,4.4728,5.9,4.0,5.7
0.5895616078927652,0.2071444591764249,0.38241714871634036,5.6999,7.487,5.5761,7.1877
0.7061810551526921,0.30695177883395425,0.3992292763187379,7.2115,7.4969,6.15,6.5416
0.7838944639839607,0.40234031621740307,0.3815541477665576,6.541,7.0,5.72,6.4713
0.9354433519882228,0.50896092368762,0.4264824283006028,6.4623,8.2356,6.4198,7.72
1.103298020804333,0.6278283433928474,0.4754696774114856,7.7254,8.5,7.1356,8.4695
1.289888064663768,0.7602402878982352,0.5296477767655329,8.4693,9.6004,8.21,9.3177
1.4262980671087488,0.8934518439425144,0.5328462231662344,9.3192,9.89,8.57,9.3794
1.7931126950055214,1.0733840143735838,0.7197286806319376,9.3795,13.4991,9.1629,12.8421
2.086589406916718,1.2760250930790429,0.8105643138376752,12.8222,14.69,12.3231,13.1746
2.255164883881837,1.4718530513917731,0.7833118324900636,13.1748,13.858,12.5737,12.7035
2.284422606127273,1.6343669624399002,0.6500556436873728,12.6825,14.0,11.3433,11.7367
2.332369462164748,1.7739674624542967,0.5584019997104515,11.7346,13.0765,11.03,12.3768
2.2592574062715904,1.8710254512563709,0.38823195501521957,12.3768,13.0147,11.0659,11.3225
2.286880982773292,1.9541965575862275,0.33268442518706465,11.3329,13.3899,10.673,12.7097
2.295001098821448,2.0223574658506274,0.2726436329708206,12.7153,13.48,12.5059,12.8669
2.2443549480399465,2.0667569622975352,0.17759798574241126,12.8914,13.1725,12.2,12.4801
2.1552874056387523,2.0844630509686644,0.07082435467008796,12.4801,12.95,12.0598,12.1816
2.0631129856623396,2.080193037906843,-0.017080052244503374,12.1816,12.7333,11.3804,12.2088
1.8835647594519163,2.040867382211756,-0.15730262275983975,12.178,12.215,10.77,11.158
1.7855218334555953,1.9897982724562628,-0.2042764390006675,11.1379,12.7524,10.8,11.9615
1.6607835998196876,1.9239953379245556,-0.263211738104868,11.9596,12.6757,11.3145,11.6158
1.578229074782735,1.8548420852924983,-0.2766130105097633,11.6158,12.65,11.293,12.0433
1.6094026525587957,1.8057541987436612,-0.1963515461848655,12.0125,15.3728,11.83,13.4704
1.5951363348092364,1.7636306259553365,-0.16849429114610004,13.4704,13.6408,12.5741,13.2153
1.586121994698587,1.7281288997030158,-0.1420069050044288,13.2105,13.725,12.765,13.4703
1.6702446297866018,1.7165520457194796,-0.04630741593287779,13.47,14.9409,13.1814,14.84
1.7513956021272232,1.72352075700115,0.0278748451260733,14.84,15.8795,13.7978,15.2697
2.004620385652345,1.779740682732176,0.2248797029201688,15.2738,18.0321,15.1206,17.8973
2.1980635234470345,1.8634052508760848,0.3346582725709497,17.8971,18.6228,15.8,18.1216
2.7699623364859605,2.0447166679996847,0.7252456684862758,18.1232,24.4268,17.8802,23.705
3.693087105407489,2.3743907554836086,1.3186963499238806,23.7374,33.8167,23.55,30.056
4.522890870066899,2.8040907784027307,1.7188000916641681,30.0564,33.0,27.4769,31.9194
6.937595580990905,3.6307917389241573,3.306803842066748,31.8487,60.3035,31.3408,54.6861
8.13466151688666,4.531565694519963,3.6030958223666962,54.6872,56.4998,41.6728,46.9673
9.085965839162274,5.442445723451099,3.6435201157111745,46.9726,54.4775,43.5,48.2978
9.391542655002869,6.232265109763308,3.1592775452395614,48.2961,51.9,43.4014,44.0832
9.13208467619878,6.812229023051492,2.319855653147288,44.0691,45.75,38.3724,39.1711
8.755965399349112,7.200976298311599,1.5549891010375125,39.17,44.98,33.5,38.309
8.220402468875918,7.404861532424707,0.8155409364512103,38.3362,40.0,35.1417,36.5402
7.767756155279542,7.477440456995745,0.29031569828379755,36.5402,42.1299,34.1386,37.3003
7.616983176569661,7.505349000910549,0.1116341756591126,37.3046,44.4907,36.19,40.9656
7.233508485727629,7.45098089787393,-0.21747241214630098,41.023,41.2754,37.5,38.7274
6.632943784525942,7.287373475204251,-0.6544296906783087,38.7264,42.8463,31.9376,35.9985
6.101744009894837,7.0502475821422745,-0.9485035722474375,35.9553,38.0037,34.7906,36.1855
5.294124122953331,6.6990228903043745,-1.4048987673510434,36.1932,36.2941,25.47,32.1502
4.237458632668396,6.2067100387770555,-1.9692514061086595,32.1504,32.4108,22.51,27.5924
3.532582337725131,5.671884498566563,-2.1393021608414315,27.5966,32.2699,25.2501,29.7396
2.6975975447685663,5.077027107806868,-2.3794295630383013,29.732,32.1836,26.4439,26.7
1.9543921237613517,4.4525001109976845,-2.4981079872363328,26.7718,28.0474,24.7703,25.9695
1.33325187647403,3.828650464092889,-2.495398587618859,25.9695,27.4999,25.0,25.7616
0.6874217934198867,3.2004047299582368,-2.51298293653835,25.7423,25.9299,22.1237,23.9566
0.45711257139126715,2.651746298244807,-2.1946337268535396,23.9698,27.8227,23.6073,27.5107
0.23950503758536001,2.1692980461128917,-1.9297930085275317,27.5189,31.99,25.8604,27.1101
0.0750523308504576,1.750448903060387,-1.6753965722099293,27.1144,29.4503,26.5202,27.22
-0.1696706842638136,1.366424985595534,-1.5360956698593475,27.2126,28.82,24.2222,25.7781
-0.48205707040209234,0.9967285743959988,-1.4787856447980912,25.7781,25.7781,23.5269,24.2414
-0.6678954561304877,0.6638037682906944,-1.331699224421182,24.2708,25.5,23.8267,24.911
-0.664264950386567,0.39819002455523766,-1.0624549749418046,24.9225,27.95,24.9225,26.6863
-0.739078861481886,0.17073624734780982,-0.9098151088296957,26.6884,27.1147,24.8921,25.6179
-0.09556665729361669,0.11747566641952392,-0.2130423237131406,25.6178,34.7857,23.4102,34.314
0.03252101816176989,0.10048473676797297,-0.06796371860620308,34.3007,35.8,28.691,29.5858
0.22940296974928742,0.12626838336423604,0.10313458638505138,29.6171,32.8333,28.4,30.8005
0.15413760006281407,0.13184222670395168,0.02229537335886239,30.798,31.5823,26.7837,27.9561
0.3266497017863621,0.17080372172043393,0.15584598006592817,27.9469,33.2249,26.8568,30.8799
0.29554288971381126,0.19575155531910948,0.09979133439470178,30.9086,32.3,28.8,28.8423
0.27617152548151225,0.21183554935159007,0.06433597612992217,28.8383,30.6472,27.0,28.9472
0.584018959349013,0.2862722313510749,0.29774672799793817,28.9221,33.25,27.5189,33.036
0.7900678997144404,0.3870313650237482,0.40303653469069217,33.036,33.9899,30.5307,32.6789
0.985120805940614,0.5066492532071216,0.4784715527334924,32.6789,35.6073,31.8187,33.2132
1.4540500187795544,0.6961294063216084,0.7579206124579461,33.2131,38.4866,31.3409,37.3166
1.5564323808834821,0.8681900012339832,0.688242379649499,37.3219,39.3,34.1701,34.2022
1.5079863727745106,0.9961492755420887,0.511837097232422,34.1783,35.4516,32.0001,32.8117
1.1623393068157633,1.0293872817968235,0.13295202501893977,32.8109,33.5892,28.6202,29.17
0.8224786626123084,0.9880055579599205,-0.1655268953476121,29.1805,30.8899,28.1111,28.4704
0.3368970588697877,0.8577838581418941,-0.5208867992721063,28.4541,30.4914,24.6652,25.8387
-0.04847652547344694,0.6765317814188259,-0.7250083068922728,25.8,27.5152,24.3291,25.825
-0.15619238618210218,0.5099869478986403,-0.6661793340807425,25.8109,28.8782,25.7873,28.2527
-0.28907752204067094,0.350174053910778,-0.639251575951449,28.2744,28.6667,26.789,27.6225
-0.3026089088107682,0.21961746136646876,-0.5222263701772369,27.6226,29.5578,27.22,28.7167
-0.24727644564757512,0.12623867996365995,-0.37351512561123507,28.7392,30.3702,28.2,29.5
-0.19305783605611282,0.062379376759705375,-0.2554372128158182,29.5,30.9802,28.6023,29.6009
