MACD_12_26,MACDsignal_12_26,MACDdifference_12_26,Open,High,Low,Close
0.0006792656853216172,0.022768756320789795,-0.022089490635468178,4.417,4.5,4.3566,4.3945
0.014787216214048549,0.020980428009112418,-0.0061932117950638695,4.3944,4.7,4.3556,4.6484
0.011552429914677198,0.018917635897028426,-0.007365205982351228,4.6485,4.705,4.4062,4.4609
0.004371960628257732,0.01579383487136319,-0.011421874243105458,4.4609,4.5743,4.3151,4.4011
-0.005710841109990206,0.011242698295875228,-0.016953539405865435,4.4011,4.4572,4.1866,4.3429
-0.007499440257931589,0.007321828926614132,-0.01482126918454572,4.3429,4.4489,4.2845,4.4222
-0.015092638455603158,0.0026754557266391787,-0.017768094182242337,4.4249,4.4332,4.281,4.34
-0.03143174558838524,-0.004343552041163111,-0.02708819354722213,4.34,4.4114,4.1667,4.2021
-0.04056513915927784,-0.011754754917343726,-0.028810384241934113,4.1999,4.2899,4.1657,4.245
-0.04789855942327925,-0.019116126499793457,-0.028782432923485795,4.245,4.2696,4.1001,4.2366
-0.05184771129242094,-0.025758165325780378,-0.02608954596664056,4.2343,4.2825,4.2048,4.2527
-0.06841312849893288,-0.03438866079867196,-0.03402446770026092,4.251,4.251,4.06,4.0711
-0.08277582044193288,-0.04415618221118974,-0.03861963823074314,4.0648,4.0782,3.9607,4.0431
-0.08558549446915276,-0.05250363801513514,-0.033081856454017615,4.0541,4.1987,3.9851,4.1394
-0.08964369904228064,-0.05997575783078099,-0.029667941211499654,4.1429,4.2,4.0878,4.103
-0.09726174817294808,-0.06746833861156377,-0.029793409561384307,4.1023,4.1532,4.015,4.033
-0.10009895792112022,-0.07401921096952048,-0.026079746951599744,4.0316,4.1454,3.9958,4.0588
-0.0840191342495542,-0.07602525853226216,-0.007993875717292043,4.0595,4.32,4.0286,4.2779
-0.06693546362517733,-0.07420289334218308,0.007267429717005752,4.2775,4.3992,4.25,4.3229
-0.052286889440374296,-0.06981119778718399,0.017524308346809694,4.3396,4.411,4.25,4.3293
-0.05109522561827884,-0.06606220206351116,0.014966976445232316,4.3293,4.3433,4.05,4.1909
-0.039150867058762806,-0.06067326388021515,0.021522396821452343,4.1943,4.3234,4.179,4.3234
-0.02418758481997063,-0.05336889417078622,0.029181309350815587,4.3225,4.53,4.28,4.3889
-0.026422536039188316,-0.04797534933800123,0.021552813298812916,4.3958,4.4144,4.182,4.2084
-0.03274092689009844,-0.044926532431129686,0.012185605541031243,4.2071,4.2231,4.014,4.1467
-0.03705617187048915,-0.04335166176470335,0.006295489894214197,4.1525,4.1674,4.0921,4.15
-0.039381380534524446,-0.04255728328047162,0.0031759027459471734,4.1422,4.1642,4.1086,4.158
-0.0580909606487241,-0.04566502727470827,-0.012425933374015832,4.1557,4.2198,3.8179,3.9388
-0.08651302211581235,-0.053836747742854865,-0.03267627437295749,3.9364,3.9436,3.6332,3.7565
-0.09824126515259746,-0.06271949609945887,-0.035521769053138585,3.7561,4.0,3.7164,3.8771
-0.10887560438188792,-0.07195225181061586,-0.036923352571272064,3.8767,3.998,3.8346,3.8447
-0.110669149239361,-0.07969666070487619,-0.03097248853448481,3.8438,4.0,3.7175,3.9115
-0.10481598795081304,-0.08472106043988675,-0.020094927510926286,3.9156,3.9999,3.8696,3.9871
-0.10397818659239233,-0.08857281334128639,-0.015405373251105942,3.986,3.9914,3.892,3.9248
-0.09321403081589974,-0.0895011200134874,-0.0037129108024123447,3.9248,4.0976,3.885,4.0372
