MACD_12_26,MACDsignal_12_26,MACDdifference_12_26,Open,High,Low,Close
0.004339238499360604,0.004909279418166595,-0.0005700409188059913,0.13381,0.1393,0.132,0.1373
0.0044811400874873175,0.004813351354640399,-0.00033221126715308157,0.13735,0.14825,0.13611,0.14335
0.004459326268793834,0.00473589268873388,-0.00027656641994004607,0.14333,0.14533,0.1397,0.14227
0.004554863510602469,0.0046970152133418396,-0.00014215170273937025,0.14229,0.14585,0.13986,0.14444
0.004155599515048514,0.004582432841155312,-0.0004268333261067984,0.14441,0.14746,0.1327,0.13888
0.004410489145607321,0.004546462091756773,-0.00013597294614945202,0.13891,0.14788,0.13723,0.14696
0.0044188069471637614,0.0045200000111477795,-0.00010119306398401803,0.14695,0.1523,0.142,0.14512
0.004275762449179987,0.004469737741640317,-0.00019397529246033014,0.14512,0.14653,0.14162,0.14383
0.003578221055813735,0.00428732687696408,-0.0007091058211503446,0.14376,0.1445,0.13131,0.13685
0.002979522758378955,0.004020967753856764,-0.0010414449954778086,0.13685,0.13787,0.12336,0.1367
0.002688355250262481,0.003750548095140375,-0.0010621928448778942,0.1367,0.14212,0.13161,0.13944
0.0023381730171095627,0.0034647783790234463,-0.0011266053619138836,0.13943,0.14117,0.13739,0.13826
0.00204572635667008,0.003178325916923956,-0.001132599560253876,0.13826,0.1418,0.1362,0.13837
0.0018283006683749714,0.0029063137718440676,-0.0010780131034690962,0.13838,0.13961,0.13483,0.13882
0.0017594640113231808,0.0026755818186872467,-0.0009161178073640659,0.13882,0.14484,0.13731,0.14039
0.0014137511046717621,0.0024220182558135584,-0.0010082671511417963,0.14039,0.144,0.13374,0.13691
0.0005599094588923104,0.002048184191264042,-0.0014882747323717318,0.13686,0.13832,0.1258,0.12966
0.00023479639517376416,0.001684407183502825,-0.001449610788329061,0.12964,0.13453,0.12605,0.13413
-0.000883573910459734,0.0011695661554867822,-0.002053140065946516,0.1342,0.13436,0.1214,0.12315
-0.0015924405776823192,0.000616094238467496,-0.002208534816149815,0.12314,0.12618,0.1182,0.12515
-0.0024235114359026366,7.2309332635151415e-06,-0.0024307423691661517,0.12516,0.1259,0.11929,0.12141
-0.0028736894389319867,-0.0005696673066053119,-0.002304022132326675,0.12146,0.12707,0.12,0.12361
-0.0040773856608289916,-0.0012719064414037438,-0.0028054792194252475,0.12359,0.12395,0.10485,0.11239
-0.004819191942509293,-0.001981926077135734,-0.002837265865373559,0.11239,0.11819,0.11019,0.11435
-0.005905594514050247,-0.002767157464038099,-0.003138437050012148,0.11431,0.11583,0.10211,0.10725
-0.006529692064275214,-0.0035200461440003457,-0.003009645920274868,0.10726,0.11166,0.10602,0.10927
