BB_UPPER,BB_SMA,BB_LOWER,Open,High,Low,Close
0.11214573860047923,0.0915685,0.07099126139952076,0.09166,0.09364,0.08209,0.08573
0.10660775057818692,0.09300749999999999,0.07940724942181307,0.08573,0.08716,0.08379,0.087
0.10458222703964931,0.094002,0.08342177296035069,0.087,0.09473,0.086,0.09473
0.10546565844381321,0.0941775,0.08288934155618678,0.09446,0.1139,0.09121,0.10632
0.10765488809513234,0.094662,0.08166911190486766,0.10684,0.1217,0.10138,0.10941
0.10801826973285575,0.0947665,0.08151473026714426,0.10941,0.11194,0.10169,0.10348
0.10835640095320295,0.095161,0.08196559904679704,0.10346,0.10624,0.0969,0.09846
0.10860490814499076,0.095267,0.08192909185500925,0.09852,0.10217,0.09628,0.10051
0.10911690227870242,0.0956725,0.08222809772129756,0.10073,0.1055,0.0906,0.10036
0.10972954270883997,0.095027,0.08032445729116003,0.10032,0.10185,0.0805,0.08238
0.10940525665666516,0.09446449999999999,0.07952374334333483,0.08252,0.08993,0.0803,0.08763
0.10985592559305803,0.0934615,0.07706707440694198,0.08764,0.08977,0.07092,0.07854
0.11026416312319379,0.09258999999999999,0.0749158368768062,0.07854,0.08075,0.0723,0.07837
0.11091756973692193,0.0919285,0.07293943026307806,0.07854,0.08088,0.07,0.07699
0.11178173655565822,0.0914725,0.07116326344434178,0.07696,0.0775,0.07057,0.07363
0.11202852464444478,0.090784,0.06953947535555523,0.07389,0.07946,0.07146,0.07754
0.11173529114590128,0.09020449999999999,0.06867370885409871,0.07759,0.08236,0.03,0.08219
0.1110211958556106,0.0896295,0.0682378041443894,0.08219,0.08657,0.07998,0.0854
0.1107408443801706,0.08927349999999999,0.06780615561982939,0.08542,0.0855,0.0813,0.08481
0.11044360899042316,0.08876099999999999,0.06707839100957683,0.085,0.08598,0.0788,0.08174
0.11042623926338005,0.088592,0.06675776073661996,0.08174,0.08371,0.07925,0.08235
0.11042929362286516,0.0882045,0.06597970637713485,0.08235,0.08379,0.07901,0.07925
0.10979870923920668,0.0873935,0.06498829076079332,0.0791,0.08046,0.07624,0.07851
0.1068347294084509,0.086071,0.06530727059154909,0.07874,0.08163,0.07667,0.07987
0.10236443842029655,0.08454300000000001,0.06672156157970346,0.08035,0.08333,0.07819,0.07885
0.09889152553312217,0.083416,0.06794047446687784,0.07896,0.08112,0.0785,0.08094
0.09629867536899368,0.082435,0.0685713246310063,0.08082,0.08104,0.07718,0.07884
0.09300545089217481,0.0809075,0.06880954910782518,0.07885,0.07928,0.06804,0.06996
0.0880559272121068,0.0795255,0.0709950727878932,0.06996,0.07278,0.06658,0.07272
0.08850385623770544,0.07884749999999999,0.06919114376229453,0.07285,0.07968,0.06847,0.06882
0.08706151701533878,0.07824400000000001,0.06942648298466124,0.06895,0.07583,0.06798,0.07556
0.08699202170730345,0.07814099999999999,0.06928997829269652,0.07551,0.07778,0.0719,0.07648
0.08709087333259784,0.07821049999999999,0.06933012666740214,0.07649,0.08281,0.07629,0.07976
0.08717153803997676,0.0783055,0.06943946196002324,0.08,0.0821,0.07578,0.07889
0.08720978804256285,0.078607,0.07000421195743714,0.07926,0.08175,0.07891,0.07966
0.08887599563255934,0.079169,0.06946200436744067,0.07962,0.0915,0.07945,0.08878
0.08917018809951709,0.0792765,0.06938281190048291,0.0888,0.08881,0.08139,0.08434
0.08836924039037268,0.078884,0.06939875960962731,0.08402,0.08615,0.07279,0.07755
0.08763361991650803,0.078347,0.06906038008349197,0.07724,0.07779,0.0715,0.07407
0.08726404559418482,0.07802,0.06877595440581519,0.07408,0.07586,0.07394,0.0752
0.08675245448107399,0.07766949999999999,0.06858654551892598,0.07492,0.07558,0.07427,0.07534
0.08659312702284402,0.077523,0.06845287297715597,0.0754,0.07757,0.07491,0.07632
0.08673269827952343,0.07710700000000001,0.06748130172047659,0.07632,0.0769,0.06935,0.07019
0.08656166650590896,0.076667,0.06677233349409104,0.07001,0.07107,0.06886,0.07107
0.0863317968749097,0.076436,0.0665402031250903,0.07109,0.0745,0.06919,0.07423
0.08617330026833434,0.076377,0.06658069973166567,0.07421,0.08006,0.07187,0.07976
0.0863048905431185,0.0764345,0.0665641094568815,0.07976,0.0846,0.07888,0.07999
0.08629170595566205,0.0768675,0.06744329404433796,0.07996,0.08049,0.07642,0.07862
0.08642920530296755,0.077175,0.06792079469703244,0.07862,0.08126,0.0765,0.07887
0.0859744797013099,0.077596,0.06921752029869009,0.07886,0.07891,0.07628,0.07724
0.08597497595527322,0.077609,0.06924302404472678,0.07724,0.07778,0.07474,0.07582
0.08597542932132413,0.0775165,0.06905757067867588,0.07582,0.07786,0.07307,0.07463
0.08588863881450437,0.077111,0.06833336118549563,0.07469,0.07507,0.07076,0.07165
0.08571200218703907,0.076856,0.06799999781296091,0.07147,0.07617,0.07113,0.07379
0.0854400307011999,0.076679,0.06791796929880009,0.07372,0.07873,0.07355,0.07612
0.0826575393794716,0.0759455,0.0692334606205284,0.07636,0.07637,0.07379,0.07411
0.08104223892337385,0.07529,0.06953776107662614,0.074,0.07435,0.0705,0.07123
0.08079087766945753,0.075118,0.06944512233054248,0.07115,0.07494,0.07078,0.07411
0.08080946805532938,0.075156,0.06950253194467063,0.0741,0.07665,0.07354,0.07483
0.08077356985802264,0.075066,0.06935843014197735,0.075,0.07517,0.07258,0.0734
0.08074581119290246,0.0750385,0.06933118880709753,0.07361,0.07737,0.07346,0.07479
0.08061145362464343,0.07489,0.06916854637535656,0.07462,0.07519,0.07249,0.07335
