ambient,coolant,u_d,u_q,motor_speed,torque,i_d,i_q,pm,stator_yoke,stator_tooth,stator_winding,profile_id
-0.8329644,-1.0792617,0.18278041,1.6787527,2.0241184,-0.26408586,-0.7938655,-0.25591525,-1.0062131,-0.99269414,-0.7619508,-0.5362943,4
-0.83924484,-1.0803604,0.18354762,1.6789911,2.0241203,-0.26588604,-0.7936845,-0.25574338,-1.0051111,-0.9917616,-0.7619508,-0.53351706,4
-0.8472979,-1.0811477,0.18313618,1.679883,2.0241182,-0.26524433,-0.79335785,-0.25557616,-1.0030893,-0.9910023,-0.7619508,-0.53233504,4
-0.86779034,-1.0812078,0.18130592,1.6830084,2.024119,-0.26477963,-0.791655,-0.25503534,-1.0006496,-0.99023557,-0.7619508,-0.53288335,4
-0.8860274,-1.08115,0.18044442,1.6833163,2.0241184,-0.263936,-0.79096025,-0.25489596,-0.99860656,-0.9899304,-0.7619508,-0.53360695,4
-0.89706457,-1.0799326,0.18004598,1.6828055,2.0241172,-0.26344743,-0.7912708,-0.25494,-0.99715436,-0.9897314,-0.7619508,-0.5341252,4
-0.90700364,-1.077313,0.18053392,1.6825776,2.0241168,-0.2643616,-0.79166377,-0.25497487,-0.99740976,-0.9895802,-0.7619508,-0.5328443,4
-0.9222475,-1.0748982,0.18100409,1.6830335,2.0241184,-0.26395258,-0.791339,-0.255063,-0.9977574,-0.9895952,-0.7619508,-0.5338358,4
-0.93113965,-1.0725297,0.18079807,1.6835368,2.024118,-0.2633016,-0.7909838,-0.25514236,-0.9964863,-0.9898373,-0.7619508,-0.5340323,4
-0.93751144,-1.0698916,0.18174669,1.6815487,2.0241187,-0.2630256,-0.79208016,-0.2552707,-0.99368227,-0.98951995,-0.7619508,-0.53086805,4
-0.939538,-1.0668253,0.18072745,1.6806023,2.0241187,-0.26287457,-0.7916236,-0.25530168,-0.9940503,-0.9893442,-0.7619508,-0.53014314,4
-0.9303297,-1.0650649,0.18125352,1.6817869,2.0241168,-0.26272407,-0.79137176,-0.25535497,-0.99501175,-0.98929393,-0.7619508,-0.53002757,4
-0.9125634,-1.0640053,0.17986542,1.6812768,2.0241199,-0.2630031,-0.7918593,-0.2551478,-0.997139,-0.9892666,-0.7619508,-0.5312668,4
-0.9104947,-1.0635821,0.18091749,1.6812289,2.0241177,-0.2637663,-0.7918603,-0.25531325,-0.9972512,-0.9893294,-0.7619508,-0.5323384,4
-0.90596575,-1.064186,0.18045673,1.6819028,2.0241196,-0.26440895,-0.79171056,-0.25529245,-0.99325776,-0.98943275,-0.7619508,-0.5304989,4
-0.9088124,-1.0662988,0.18048039,1.6807833,2.0241187,-0.26417336,-0.7916408,-0.2554345,-0.988813,-0.9893922,-0.7619508,-0.5311639,4
-0.910852,-1.0678127,0.18120189,1.679865,2.0241184,-0.26471964,-0.79232574,-0.25552076,-0.98623985,-0.9891727,-0.7619508,-0.5286292,4
-0.91282135,-1.0710144,0.18275101,1.6800259,2.024118,-0.26567572,-0.79244286,-0.25569686,-0.9864611,-0.9888573,-0.7619508,-0.5274005,4
-0.9233707,-1.0745853,0.18283857,1.680307,2.0241184,-0.2646818,-0.7923729,-0.25571772,-0.9874138,-0.9885642,-0.7619508,-0.52887034,4
-0.9309289,-1.0775137,0.18299568,1.6805888,2.0241203,-0.26467422,-0.7923558,-0.25575554,-0.9886225,-0.9887156,-0.7619508,-0.52584743,4
-0.93482244,-1.0796456,0.18234903,1.6792123,2.0241206,-0.2638378,-0.79240006,-0.25595173,-0.9890049,-0.98869646,-0.7619508,-0.52705985,4
-0.92695105,-1.0819796,0.18091948,1.681721,2.0241165,-0.26355338,-0.79114014,-0.2554377,-0.987644,-0.9882695,-0.7619508,-0.52682674,4
-0.9248643,-1.0835512,0.18177079,1.6799161,2.0241156,-0.26430726,-0.7922351,-0.25570938,-0.9833568,-0.988461,-0.7619508,-0.527431,4
-0.931492,-1.0836356,0.18142913,1.6810923,2.0241172,-0.26429063,-0.79154354,-0.25533774,-0.97898287,-0.9883496,-0.7619508,-0.5298103,4
-0.93319434,-1.0833265,0.17984375,1.6823522,2.0241177,-0.2641612,-0.7911992,-0.2552046,-0.97773075,-0.98827404,-0.7619508,-0.5308907,4
-0.93796813,-1.0811896,0.18057176,1.6819979,2.02412,-0.26474753,-0.7912851,-0.25511304,-0.97810745,-0.9883193,-0.7619508,-0.5323995,4
-0.9261591,-1.078012,0.18062146,1.678449,2.0241182,-0.26399973,-0.79238236,-0.25559598,-0.97798973,-0.988616,-0.7619508,-0.5309099,4
-0.93140465,-1.0758023,0.18157378,1.6798217,2.024121,-0.26405838,-0.79201496,-0.25547305,-0.97819775,-0.9884282,-0.7619508,-0.5286675,4
-0.9366854,-1.0735471,0.18178093,1.6809052,2.0241172,-0.26456207,-0.79144865,-0.2555283,-0.9781134,-0.988075,-0.7619508,-0.52537155,4
-0.9399616,-1.0716959,0.18119918,1.6818792,2.0241172,-0.26428053,-0.7912051,-0.25516015,-0.9773137,-0.98804253,-0.7619508,-0.5251031,4
-0.94738626,-1.0687901,0.18134962,1.6793327,2.0241199,-0.2643397,-0.7924536,-0.2556039,-0.97636837,-0.9881947,-0.7619508,-0.5234051,4
-0.9613363,-1.0667752,0.18171264,1.6767615,2.024118,-0.26378065,-0.7930669,-0.25602302,-0.9750848,-0.98808306,-0.7619508,-0.52163756,4
-0.9723474,-1.064861,0.18286633,1.6769149,2.0241177,-0.26450828,-0.7932472,-0.25611046,-0.97493637,-0.9879921,-0.7619508,-0.5228682,4
-0.97871315,-1.0643969,0.18190464,1.6775155,2.0241177,-0.26496828,-0.79307663,-0.25593373,-0.9719728,-0.98834664,-0.7619508,-0.524007,4
-0.97667557,-1.0651058,0.18068616,1.68017,2.0241199,-0.26339257,-0.7916568,-0.25552467,-0.96949166,-0.987783,-0.7619508,-0.5258145,4
-0.96658593,-1.0672268,0.18099426,1.6801796,2.0241168,-0.26235232,-0.79175746,-0.25569212,-0.96658295,-0.9871885,-0.7619508,-0.5225562,4
-0.9629092,-1.0696874,0.18074478,1.680305,2.024118,-0.26183644,-0.79117876,-0.25554645,-0.9621581,-0.9872145,-0.7619508,-0.5189729,4
-0.96332073,-1.0723912,0.18047652,1.6802106,2.0241199,-0.2626019,-0.79134953,-0.25549594,-0.9592246,-0.9873287,-0.7619508,-0.5195267,4
-0.9565093,-1.0763447,0.18053445,1.6808622,2.0241165,-0.26384744,-0.79130924,-0.2556174,-0.95896775,-0.98745155,-0.7619508,-0.51926255,4
-0.9572119,-1.0785391,0.18029702,1.6810764,2.0241163,-0.2638496,-0.79113823,-0.25535625,-0.9579307,-0.98705506,-0.7619508,-0.5156215,4
-0.9698993,-1.0812204,0.18036467,1.6816653,2.024119,-0.26425293,-0.7907314,-0.2552163,-0.958162,-0.98716015,-0.7619508,-0.51532596,4
-0.97797537,-1.0830071,0.18008353,1.6828218,2.024119,-0.26388282,-0.79013705,-0.25533003,-0.9584702,-0.986805,-0.7619508,-0.51867616,4
-0.98376197,-1.0842874,0.1814579,1.6802785,2.0241168,-0.2636437,-0.79087436,-0.25542596,-0.9563869,-0.98664343,-0.7619508,-0.51780856,4
-0.9813088,-1.0842975,0.18095584,1.6830074,2.0241158,-0.2628841,-0.7895304,-0.25503656,-0.9575818,-0.9868588,-0.7619508,-0.51509374,4
-0.9866578,-1.0837672,0.18125543,1.6840494,2.0241168,-0.26308256,-0.78899634,-0.25516906,-0.96135014,-0.9870737,-0.7619508,-0.5176652,4
-0.9889674,-1.0832527,0.180246,1.6843903,2.0241196,-0.2640502,-0.78903455,-0.2548331,-0.9610943,-0.98648787,-0.7619508,-0.5184061,4
-0.993161,-1.0808008,0.18206848,1.6835403,2.0241163,-0.2646707,-0.7896473,-0.25516674,-0.9620831,-0.986693,-0.7619508,-0.5156321,4
-0.9961662,-1.0774982,0.18327764,1.6788801,2.0241175,-0.26516017,-0.7912167,-0.2558331,-0.96141577,-0.9869637,-0.7619508,-0.5134974,4
-0.99831927,-1.0743926,0.18330397,1.6793549,2.0241153,-0.26364732,-0.7914169,-0.25574717,-0.9602182,-0.9866556,-0.7619508,-0.5114906,4
-0.99884623,-1.0709577,0.18275827,1.6807171,2.0241163,-0.26478276,-0.7906596,-0.2555101,-0.9588693,-0.98682415,-0.7619508,-0.51306367,4
-0.9982089,-1.0695716,0.18258336,1.6833047,2.0241182,-0.2645999,-0.7896709,-0.25530764,-0.9560657,-0.9868023,-0.7619508,-0.51643103,4
-0.99876696,-1.0682424,0.18117926,1.6835403,2.0241187,-0.26385158,-0.7894115,-0.2549456,-0.9533105,-0.98702234,-0.7619508,-0.51730144,4
-0.9976448,-1.0670214,0.18027136,1.6841121,2.024118,-0.2640388,-0.7887025,-0.25492933,-0.95085144,-0.9848976,-0.7619508,-0.5163461,4
-0.99785554,-1.0664487,0.18030146,1.682517,2.0241153,-0.26430413,-0.7893837,-0.2552172,-0.9496671,-0.9840728,-0.7619508,-0.5187094,4
-0.9990219,-1.0673153,0.1827216,1.6806751,2.0241191,-0.2647621,-0.7906061,-0.2556352,-0.94978046,-0.98303455,-0.7619508,-0.5151517,4
-0.99935013,-1.0678691,0.18217738,1.681157,2.0241182,-0.26516065,-0.7903037,-0.25535062,-0.9492241,-0.98041666,-0.7619508,-0.5149894,4
-1.0000929,-1.0702147,0.18071197,1.6826727,2.024118,-0.26452187,-0.78953016,-0.25507334,-0.9472393,-0.9783821,-0.7619508,-0.51590115,4
-1.0006249,-1.0737436,0.18060566,1.6813033,2.0241196,-0.26443616,-0.79030526,-0.25527173,-0.9465102,-0.9779953,-0.7619508,-0.5165179,4
-0.9999905,-1.0768434,0.18120758,1.6805079,2.0241182,-0.26260003,-0.7900651,-0.25564715,-0.9457604,-0.97756493,-0.7619508,-0.5139486,4
-0.9995368,-1.0790645,0.18238208,1.6803135,2.024118,-0.2638182,-0.79041713,-0.25578368,-0.94484967,-0.97795963,-0.7619508,-0.5100878,4
-0.99718106,-1.0806559,0.18239312,1.6799583,2.0241175,-0.264321,-0.79064924,-0.25581262,-0.94237167,-0.9789827,-0.7619508,-0.5081662,4
-0.9980302,-1.0832747,0.18138246,1.6797442,2.0241196,-0.26474392,-0.7910412,-0.25552624,-0.9391163,-0.9800428,-0.7619508,-0.50506324,4
-0.9966089,-1.0847143,0.18140294,1.6807998,2.0241199,-0.26573792,-0.7907695,-0.25552726,-0.9376177,-0.98162675,-0.7619508,-0.5032071,4
-0.9874678,-1.0852755,0.18002577,1.680597,2.0241177,-0.26356217,-0.7898935,-0.25523064,-0.9355385,-0.9818167,-0.7619508,-0.50551265,4
-0.9753335,-1.0838294,0.18069217,1.6812067,2.024119,-0.26527563,-0.7900806,-0.25531802,-0.93356204,-0.98151296,-0.7619508,-0.5060263,4
-0.9696855,-1.0821549,0.18118826,1.6820433,2.0241172,-0.26506057,-0.78986573,-0.25548315,-0.9322187,-0.9794434,-0.7619508,-0.5050355,4
-0.9630999,-1.0801822,0.18182775,1.6805406,2.0241191,-0.266495,-0.790411,-0.25555882,-0.9309375,-0.97786653,-0.7619508,-0.504693,4
-0.9568576,-1.077727,0.1818632,1.6828154,2.0241168,-0.26569194,-0.789172,-0.25519598,-0.9363375,-0.9779893,-0.7619508,-0.50620997,4
-0.951878,-1.0755645,0.18173799,1.6813575,2.024118,-0.26482654,-0.7892255,-0.25536624,-0.9403941,-0.9803021,-0.7619508,-0.50487345,4
-0.95389354,-1.0730406,0.18254012,1.6812274,2.0241172,-0.26497126,-0.7891808,-0.25545713,-0.93851715,-0.98003256,-0.7619508,-0.5047603,4
-0.96498394,-1.0710305,0.18190657,1.681362,2.024118,-0.26436925,-0.78926116,-0.25537682,-0.93689966,-0.97889274,-0.7619508,-0.5028432,4
-0.97496015,-1.0696238,0.1817239,1.681362,2.0241168,-0.26470208,-0.7894713,-0.25522673,-0.9354212,-0.97810394,-0.7619508,-0.5008454,4
-0.9775408,-1.0688511,0.1822606,1.682205,2.0241153,-0.26420546,-0.78899556,-0.255322,-0.9334095,-0.9778525,-0.7619508,-0.500699,4
-0.9707585,-1.0675247,0.18352805,1.6790918,2.0241177,-0.26408252,-0.7907369,-0.25591564,-0.9304004,-0.9778976,-0.7619508,-0.50232,4
-0.9714842,-1.0681199,0.18260701,1.6813596,2.024119,-0.26390567,-0.7911427,-0.2557626,-0.92750865,-0.97817004,-0.7619508,-0.5005072,4
-0.97048044,-1.0702264,0.1823712,1.6794554,2.0241172,-0.26386982,-0.7902011,-0.25577608,-0.9251546,-0.97766864,-0.7619508,-0.50038314,4
-0.9738229,-1.0723742,0.18237638,1.678822,2.0241156,-0.26408672,-0.7904574,-0.25552392,-0.92371607,-0.97686565,-0.7619508,-0.5016898,4
-0.97723264,-1.0755599,0.18114825,1.68231,2.0241168,-0.264241,-0.78874487,-0.25513846,-0.9240798,-0.97692823,-0.7619508,-0.5031769,4
-0.9796757,-1.0778424,0.18192217,1.682509,2.024119,-0.26510784,-0.7886337,-0.25509858,-0.9261117,-0.9770385,-0.7619508,-0.5042425,4
-0.98041147,-1.0809226,0.18235657,1.6803535,2.0241158,-0.26438162,-0.78914845,-0.2554674,-0.9278914,-0.97483915,-0.7619508,-0.5036105,4
-0.97332406,-1.0830626,0.18283974,1.681708,2.0241175,-0.26447886,-0.7889413,-0.25552732,-0.926461,-0.9747592,-0.7619508,-0.50514066,4
-0.97941375,-1.0843943,0.18296815,1.6814554,2.0241184,-0.26531458,-0.7893459,-0.2555462,-0.92323464,-0.97585833,-0.7619508,-0.50649416,4
-0.98428494,-1.0849789,0.18216355,1.6820765,2.0241175,-0.26445493,-0.78920656,-0.25530314,-0.92020243,-0.97700757,-0.7619508,-0.5061786,4
-0.98777497,-1.0847595,0.18197618,1.6816136,2.0241172,-0.26483184,-0.78943056,-0.25526187,-0.91796726,-0.9776277,-0.7619508,-0.5053284,4
-0.9892605,-1.0844005,0.18191624,1.6818401,2.024118,-0.2638595,-0.7887174,-0.2554719,-0.9165523,-0.97728026,-0.7619508,-0.50501287,4
-0.99337083,-1.0827657,0.18085034,1.6820676,2.0241182,-0.26341942,-0.7882285,-0.2550858,-0.91555434,-0.9761351,-0.7619508,-0.50188583,4
-0.9958089,-1.0810566,0.17948772,1.6834364,2.0241184,-0.26329866,-0.78746873,-0.25470105,-0.9140671,-0.9764737,-0.7619508,-0.50324386,4
-0.9980633,-1.0781856,0.18030621,1.6847309,2.0241182,-0.26293594,-0.786967,-0.2546639,-0.9120374,-0.97629535,-0.7619508,-0.5043639,4
-1.0052621,-1.07549,0.18116361,1.6840564,2.0241172,-0.26343247,-0.7874509,-0.25488052,-0.9109669,-0.9734302,-0.7619508,-0.5034405,4
-1.0028061,-1.0727856,0.18040077,1.6834692,2.0241199,-0.26361975,-0.78779423,-0.25492886,-0.9112693,-0.97239274,-0.7619508,-0.50134665,4
-1.0015544,-1.0706462,0.18220757,1.6807742,2.0241163,-0.26332796,-0.7886567,-0.25561202,-0.91140723,-0.96885496,-0.7619508,-0.49929562,4
-0.9955801,-1.0693485,0.18150327,1.6808065,2.0241182,-0.26327038,-0.78891706,-0.2553425,-0.9099819,-0.96627724,-0.7619508,-0.4954023,4
-0.9816541,-1.0680491,0.18156143,1.6816128,2.0241175,-0.2636837,-0.7883709,-0.25518838,-0.90941113,-0.965917,-0.7619508,-0.49551353,4
-0.9665989,-1.0681595,0.18211167,1.6817734,2.0241184,-0.26498717,-0.7885727,-0.255314,-0.90768,-0.96791804,-0.7619508,-0.49761304,4
-0.9659646,-1.0682387,0.18151149,1.6817203,2.0241203,-0.26436406,-0.78875905,-0.2551046,-0.9072634,-0.96779543,-0.7619508,-0.4963633,4
-0.96144974,-1.0705469,0.18194324,1.6799679,2.024118,-0.26335347,-0.7885166,-0.2553439,-0.90934986,-0.9686886,-0.7619508,-0.49726713,4
-0.9587216,-1.0732087,0.18073356,1.6815572,2.0241184,-0.2632711,-0.7879007,-0.25506076,-0.9096259,-0.9698703,-0.7619508,-0.49828205,4
-0.9547357,-1.075956,0.17897598,1.6842624,2.0241187,-0.26316652,-0.78680146,-0.25463602,-908,-0.96715146,-0.7619508,-0.49596122,4
-0.9305595,-1.0793695,0.18036011,1.6844829,2.024118,-0.26419196,-0.7868817,-0.25472277,-0.9060822,-0.963618,-0.7619508,-0.49811736,4
-0.9208503,-1.0824202,0.18017936,1.6837658,2.0241165,-0.26422882,-0.7872254,-0.25474155,-0.9043527,-0.9616114,-0.7619508,-0.49984598,4
-0.91084796,-1.0848749,0.18012223,1.6839535,2.0241182,-0.2639606,-0.78686005,-0.2547007,-0.9035465,-0.95978665,-0.7619508,-0.50001967,4
-0.8975885,-1.0866674,0.18007758,1.6831522,2.0241196,-0.26419494,-0.7868597,-0.25485137,-0.90177935,-0.9610795,-0.7619508,-0.49845484,4
-0.88453484,-1.0868765,0.18113025,1.6832618,2.024119,-0.26424202,-0.7870438,-0.25518078,-0.8999663,-0.96245515,-0.7619508,-0.49751735,4
-0.8807648,-1.0862871,0.1809444,1.6815622,2.0241191,-0.26447225,-0.78805125,-0.2551579,-0.8981821,-0.9641958,-0.7619508,-0.49757993,4
-0.8704493,-1.0855623,0.18146661,1.6809211,2.024119,-0.26411957,-0.7885178,-0.25530174,-0.8972625,-0.9651557,-0.7619508,-0.49670675,4
-0.86864156,-1.0839342,0.18128633,1.6810454,2.0241163,-0.26351458,-0.7886355,-0.25541317,-0.8977377,-0.96439147,-0.7619508,-0.49747655,4
-0.86277765,-1.0822972,0.1821977,1.6786258,2.0241168,-0.26373088,-0.78909034,-0.255744,-0.8961973,-0.9627766,-0.7619508,-0.49626544,4
-0.8656835,-1.0798808,0.18238017,1.6803493,2.0241172,-0.26444134,-0.7886585,-0.25577125,-0.89520127,-0.96059144,-0.7619508,-0.49723375,4
-0.87436485,-1.077007,0.18233515,1.6806304,2.0241187,-0.26443762,-0.7883853,-0.25544414,-0.8930195,-0.9583502,-0.7619508,-0.49950662,4
-0.8866768,-1.0745783,0.18317404,1.6809144,2.0241177,-0.26462606,-0.7884348,-0.25567806,-0.89007926,-0.95828444,-0.7619508,-0.4995194,4
-0.8883922,-1.0715947,0.18276848,1.6809492,2.0241172,-0.26387578,-0.78830695,-0.25544596,-0.89083,-0.9596532,-0.7619508,-0.49839023,4
-0.8896208,-1.0696585,0.1828823,1.6807681,2.0241156,-0.26419494,-0.7877226,-0.25556728,-0.8899344,-0.95921516,-0.7619508,-0.4998579,4
-0.87831765,-1.0685064,0.18106754,1.6808598,2.0241196,-0.26364315,-0.7877102,-0.25525928,-0.88915795,-0.958472,-0.7619508,-0.49944055,4
-0.8788486,-1.0676136,0.18031633,1.6822793,2.0241172,-0.26278,-0.7869119,-0.255057,-0.8894866,-0.95742905,-0.7619508,-0.4974157,4
-0.8822754,-1.0685532,0.17990592,1.6850592,2.0241168,-0.26275462,-0.78563887,-0.25475395,-0.88843584,-0.9576873,-0.7619508,-0.49816805,4
-0.89843667,-1.0706041,0.17964536,1.68413,2.0241199,-0.2631755,-0.78623587,-0.25466302,-0.88626796,-0.95670915,-0.7619508,-0.49551237,4
-0.88920325,-1.0733169,0.17972985,1.683751,2.024118,-0.26385576,-0.7860966,-0.2547465,-0.88564575,-0.954521,-0.7619508,-0.494601,4
-0.8775116,-1.0764033,0.17952278,1.6833748,2.0241165,-0.26284957,-0.7860148,-0.25483847,-0.8863436,-0.9533593,-0.7619508,-0.4917079,4
-0.8772557,-1.0794883,0.18067653,1.6834121,2.0241172,-0.2626086,-0.7863672,-255,-0.8854336,-0.95176136,-0.7619508,-0.48868018,4
-0.87757987,-1.0824045,0.18073675,1.6824671,2.0241182,-0.2631464,-0.7869826,-0.25488153,-0.88523734,-0.95202893,-0.7619508,-0.48673114,4
-0.8656293,-1.0851661,0.18235917,1.6830275,2.024118,-0.2635755,-0.78657067,-0.25546068,-0.88471794,-0.9535865,-0.7619508,-0.48816207,4
-0.8707725,-1.0869769,0.18242794,1.6812975,2.024115,-0.26411295,-0.7875203,-0.25543186,-0.88337964,-0.95491946,-0.7619508,-0.48801234,4
-0.87090397,-1.0871319,0.18272898,1.6802493,2.0241165,-0.26430663,-0.787573,-0.25571898,-0.8822277,-0.9548057,-0.7619508,-0.4874643,4
-0.8461235,-1.0864028,0.18263982,1.6795783,2.0241191,-0.26390955,-0.7881766,-0.255711,-0.8802741,-0.9522378,-0.7619508,-0.48773268,4
-0.8278594,-1.0856453,0.18207274,1.682101,2.0241148,-0.2639478,-0.7869957,-0.25537905,-0.87894535,-0.94922185,-0.7619508,-0.48674986,4
-0.81071144,-1.0838256,0.18173003,1.6825953,2.0241187,-0.26430184,-0.7868928,-0.2551386,-0.87812185,-0.9477765,-0.7619508,-0.48857942,4
-0.810608,-1.0818833,0.18199173,1.6835414,2.0241163,-0.26331276,-0.7866061,-0.25513595,-0.87724185,-0.9477454,-0.7604589,-0.4864385,4
-0.81814915,-1.0796851,0.18212199,1.6797915,2.0241182,-0.26266885,-0.78761506,-0.25566822,-0.8760104,-0.9490063,-0.76056695,-0.4863,4
-0.8271056,-1.0771021,0.18291071,1.6788833,2.0241165,-0.26357502,-0.7882768,-0.25568947,-0.874263,-0.9512952,-0.7609592,-0.4863842,4
-0.81524837,-1.0744783,0.18207109,1.6781456,2.0241187,-0.26436344,-0.7887232,-0.2557095,-0.8751828,-0.953178,-0.7612402,-0.48582035,4
-0.80776745,-1.0713886,0.18172637,1.6795462,2.0241175,-0.26456925,-0.7878562,-0.25556672,-0.87524986,-0.95448613,-0.7614417,-0.48468187,4
-0.7978374,-1.0692084,0.18063457,1.6810845,2.0241184,-0.26511118,-0.78701377,-0.25509655,-0.87193173,-0.95282483,-0.761586,-0.48621634,4
-0.79732245,-1.0687888,0.18018393,1.6812568,2.024118,-0.26435232,-0.7867264,-0.25522628,-0.86955154,-0.95001936,-0.7601974,-0.48882148,4
-0.79441565,-1.0681183,0.1809487,1.6816646,2.024118,-0.26547664,-0.7861743,-0.25522664,-0.8681087,-0.9474135,-0.75717187,-0.4882277,4
-0.7923319,-1.067638,0.18143232,1.682423,2.0241177,-0.2654691,-0.78597695,-0.2549916,-0.86834484,-0.9455504,-0.7578496,-0.48857346,4
-0.7822091,-1.0702844,0.18212186,1.6820704,2.0241177,-0.26523185,-0.78631186,-0.25519016,-0.8699815,-0.94484955,-0.7590122,-0.4904736,4
-0.7805399,-1.0743983,0.18154772,1.6838222,2.0241182,-0.26408765,-0.78566533,-0.25509158,-0.8681932,-0.9449295,-0.75984514,-0.49183527,4
-0.7844204,-1.0773125,0.18190163,1.6836932,2.024119,-0.2641734,-0.7859465,-0.25513548,-0.8664957,-0.94508225,-0.76044214,-0.4914153,4
-0.78161687,-1.0811479,0.18162088,1.680653,2.0241175,-0.26421908,-0.78660786,-0.25530463,-0.86610174,-0.9443696,-0.76086974,-0.48788297,4
-0.7740236,-1.0838624,0.18166977,1.6824428,2.0241182,-0.2637313,-0.7857762,-0.2551114,-0.86626464,-0.9435621,-0.7611761,-0.48810616,4
-0.77721345,-1.0860428,0.18253155,1.6827401,2.0241165,-0.26378775,-0.7859278,-0.25520954,-0.8665214,-0.9436152,-0.7613958,-0.48958793,4
-0.78102165,-1.0872018,0.18227114,1.6834054,2.0241184,-0.26463178,-0.7858152,-0.25504848,-0.8648045,-0.94362766,-0.76155317,-0.49120054,4
-0.7791808,-1.0876962,0.18203363,1.6829373,2.0241175,-0.26542714,-0.7861951,-0.2552709,-0.8621643,-0.9435198,-0.7539821,-0.49092388,4
-0.777355,-1.0874456,0.18342882,1.6802254,2.024116,-0.26476908,-0.7866016,-0.25587067,-0.8602831,-0.943466,-0.7469357,-0.4881185,4
-0.7694475,-1.0862582,0.18362936,1.6795124,2.0241191,-0.26617154,-0.7872265,-0.2555904,-0.85792875,-0.94368297,-0.74957067,-0.48596135,4
-0.7754569,-1.0846007,0.18323115,1.6801746,2.0241165,-0.26616004,-0.7871731,-0.255533,-0.8565875,-0.94286263,-0.7530799,-0.4840117,4
-0.7802709,-1.0829763,0.18331733,1.6796592,2.024118,-0.2651389,-0.78737175,-0.25558463,-0.85701203,-0.9426748,-0.7555946,-0.48316568,4
-0.7806744,-1.0805019,0.18265311,1.6813078,2.0241184,-0.2648296,-0.7862063,-0.2553188,-0.8585106,-0.94291675,-0.7557552,-0.48120067,4
-0.7774092,-1.0776536,0.18249944,1.6815044,2.0241199,-0.26454952,-0.7859173,-0.25557014,-0.858623,-0.9431012,-0.7511972,-0.48082092,4
-0.7750705,-1.0756128,0.18116447,1.6818968,2.0241182,-0.2642512,-0.78507954,-0.25511497,-0.8574175,-0.94314235,-0.75149405,-0.48062226,4
-0.7931931,-1.0722016,0.18011965,1.6840916,2.024118,-0.26398042,-0.78420025,-0.2547076,-0.8576525,-0.9433601,-0.7541434,-0.4805167,4
-0.80160946,-1.0699254,0.18134035,1.683105,2.0241165,-0.26450926,-0.785029,-0.2550324,-0.85634804,-0.9436418,-0.75337267,-0.48157936,4
-0.81677705,-1.0687311,0.18092097,1.682274,2.0241184,-0.26431927,-0.78567666,-0.25506756,-0.85490805,-0.9433676,-0.7536079,-0.4813126,4
-0.8408448,-1.0686147,0.1804367,1.6839141,2.0241182,-0.26431575,-0.78477997,-0.25482205,-0.8535774,-0.9436426,-0.75109184,-0.48119485,4
-0.86570555,-1.0692706,0.17994109,1.6827549,2.0241153,-0.2636865,-0.7847139,-0.25490475,-0.8509601,-0.9435499,-0.7517177,-0.4816614,4
-0.88960975,-1.0721263,0.17955327,1.6835713,2.0241163,-0.26351815,-0.7845655,-0.2547908,-0.84840924,-0.9435201,-0.73886174,-0.4819957,4
-0.90572286,-1.0749116,0.18038957,1.6833892,2.0241182,-0.26441407,-0.78487474,-0.25496098,-0.8465765,-0.94340163,-0.7331214,-0.48311645,4
-0.9182847,-1.0778483,0.18085045,1.6850864,2.0241187,-0.2643834,-0.7842366,-0.2546979,-0.8455875,-0.94333154,-0.7378223,-0.48241407,4
-0.9272843,-1.0799525,0.18082778,1.6838162,2.0241175,-0.2641748,-0.7850415,-0.25515276,-0.8442578,-0.9437424,-0.7317614,-0.48084575,4
-0.9474405,-1.08351,0.18107784,1.6812578,2.0241165,-0.26348478,-0.7856079,-0.25553748,-0.84400195,-0.9432278,-0.7315867,-0.4786938,4
-0.96188235,-1.086059,0.18105625,1.6809503,2.0241172,-0.26334426,-0.7858297,-0.2554624,-0.8427962,-0.9434902,-0.7312273,-0.47946534,4
-0.97375363,-1.0876166,0.1811595,1.6811056,2.0241168,-0.26263586,-0.7859083,-0.25529805,-0.84092695,-0.94438636,-0.72272384,-0.48045877,4
-0.9797219,-1.0877919,0.18062723,1.6836277,2.0241175,-0.26305816,-0.7844847,-0.2548878,-0.8392239,-0.94460684,-0.7275692,-0.47981197,4
-0.9845058,-1.0876822,0.18041304,1.6840339,2.0241175,-0.2635546,-0.78457105,-0.25489306,-0.83874774,-0.9440765,-0.7289646,-0.48063374,4
-0.98640984,-1.0870324,0.17989694,1.6847119,2.0241177,-0.2643479,-0.7840485,-0.25464633,-0.8400145,-0.9435337,-0.72877836,-0.47909272,4
-0.9750836,-1.0853572,0.18051176,1.6845291,2.0241156,-0.2640361,-0.7835445,-0.2550424,-0.8406552,-0.94330084,-0.7211828,-0.4789433,4
-0.96696836,-1.0841568,0.18111734,1.6839831,2.0241153,-0.26439676,-0.7838547,-0.2550211,-0.840114,-0.9438674,-0.7167851,-0.47924012,4
-0.94592285,-1.0809782,0.18121022,1.6841751,2.0241187,-0.2649105,-0.78412896,-0.25506684,-0.83909106,-0.94331086,-0.7220924,-0.47655192,4
-0.9222134,-1.0783982,0.18050036,1.6846824,2.0241172,-0.2651479,-0.7839093,-0.2547949,-0.83842945,-0.94358236,-0.7323755,-0.47422168,4
