Latitude,Longitude,Type,Depth,Magnitude
-10782,164769,0,42.6,5.7
769,-29.41,0,9.9,5.7
-23522,-66666,0,193.6,6.1
-27434,-63156,0,580.5,5.5
-5.09,149758,0,369.3,5.8
-18589,-174559,0,108.4,6.2
29487,131433,0,40.4,5.9
46768,153929,0,48,5.8
36399,141751,0,43,5.7
-65458,-179993,0,10,5.8
-23258,-68.41,0,121.6,5.6
51435,-174.88,0,33,6
51432,-174799,0,33,5.5
51393,-174758,0,33,5.8
46986,153479,0,13.5,6.5
-3162,130556,0,46.6,6.7
46486,153.81,0,33,5.5
46789,153896,0,33,6.1
-6761,155355,0,73.6,5.6
46477,153673,0,33,5.9
-15244,-173608,0,33,5.6
-31.75,-71847,0,49.9,5.6
-6151,148947,0,31.8,6.4
-4.01,-105707,0,10,6
-41906,79.93,0,10,5.9
-41.67,80159,0,10,5.9
-11544,166134,0,74,5.8
38147,-26243,0,10,5.7
29511,131512,0,33.3,5.5
-17933,-173023,0,15.1,5.7
49924,78831,1,0,6.1
41806,144282,0,25,6.2
42226,142691,0,50.3,5.5
-27985,26734,0,5,5.5
47.52,154331,0,28.2,5.9
56202,164375,0,28.4,6.3
33257,141484,0,53.4,5.6
-6142,149005,0,59.8,5.5
-20215,-178617,0,574.6,5.5
-19416,-179587,0,450.6,5.8
82,-16658,0,10,5.8
5862,-82697,0,10,6.3
-4625,153066,0,52.2,6.2
33385,140811,0,59.8,5.5
-22087,-67223,0,179.5,5.5
-23728,179885,0,562.9,5.5
-3381,148809,0,38,5.6
-55623,-26795,0,23.7,5.7
-55748,-26818,0,25.7,5.6
-55795,-26527,0,19.8,5.7
2305,126.76,0,44,7.1
2254,126598,0,46.5,5.6
2455,126637,0,33,5.5
2429,126.7,0,33,5.6
2464,126689,0,38.3,5.9
6317,92269,0,41.7,5.8
2445,126612,0,33,5.6
2396,126653,0,33,5.8
2384,126603,0,65.7,5.8
2442,126685,0,33,5.6
49925,78.74,1,0,5.9
7957,-38092,0,10,5.5
4987,126915,0,88.4,5.6
57443,-33251,0,10,5.6
25616,142536,0,29.6,5.5
-10447,161372,0,31.9,6.5
-17422,167426,0,33,5.5
-17452,167.31,0,33,5.6
-56404,-121964,0,10,6.2
2568,126635,0,56,5.5
45313,151805,0,95.5,5.5
455,126345,0,38.9,5.6
2424,126814,0,33,5.5
35964,139788,0,60.4,5.6
-14894,167171,0,101.2,6
-44462,-78766,0,25.6,5.6
56152,-153642,0,33,6
-14771,167.3,0,155.2,5.6
-17665,-178601,0,539.1,5.5
14159,124.36,0,23.8,5.7
-29915,-177885,0,30.5,6.8
2301,128009,0,53.7,6.4
2288,127916,0,55.9,5.9
-23113,-61465,0,569,6.5
-7624,127399,0,196.4,6.2
43972,148968,0,46.8,5.9
21754,97941,0,15.8,5.8
18383,-68659,0,134.1,5.5
35545,140444,0,42.1,6.1
-206,124885,0,34.8,5.9
-19129,168681,0,65.1,5.5
4581,125874,0,101.3,5.7
1031,126189,0,31.9,6.1
-13.71,34381,0,29.6,5.7
-4346,152797,0,53.3,5.8
-13702,34.42,0,30.3,6.2
-5.24,152535,0,47.6,5.5
-17766,-174761,0,230.1,6.9
-30539,-178008,0,56.6,5.6
-30.27,-177986,0,37.4,6
13673,120815,0,136.5,5.5
27141,127406,0,87.2,5.7
34662,25.45,0,31.3,5.7
-5851,146596,0,43.3,5.9
-34479,-178394,0,59.2,6.2
-23644,178896,0,536.4,5.6
-20748,-178689,0,570.8,5.5
-58887,148783,0,10,5.9
19294,121111,0,33.7,5.6
34234,24729,0,57.2,5.5
-19589,-175848,0,230,6
-5428,146785,0,250.8,5.6
25.17,94652,0,66.5,5.6
-20857,-69028,0,112,6.2
-19306,169002,0,165.7,6.9
-58685,148.75,0,10,5.6
-32012,-71545,0,72.4,5.5
-15737,-173001,0,32.7,6
-20791,-178703,0,593.1,5.5
49488,159185,0,16.4,6.8
-39533,-75002,0,33,5.8
-52919,140099,0,15,5.9
24472,92505,0,33,5.5
13.29,39.98,0,33,5.5
-18172,-178393,0,635.7,5.7
29987,99195,0,13.3,6.4
-13723,171926,0,601.9,5.6
26533,126388,0,133.3,5.5
1012,120061,0,27.1,5.6
4.63,-32664,0,10,5.7
-21039,-178942,0,609.7,6.3
-23834,179944,0,523.7,6.1
-31.31,-177815,0,10.5,5.8
17858,-105228,0,10,5.8
2968,126.4,0,94.3,5.5
-9259,-79033,0,63,5.6
-45712,-75.56,0,10,5.5
57166,121976,0,26.3,6.4
-35576,-102935,0,10,5.5
66.96,-156289,0,6.3,5.5
-17398,167826,0,34.3,5.8
30048,99419,0,7.7,6.1
-17.42,167776,0,15.2,5.6
-5108,143501,0,109.5,5.8
16773,-99328,0,19.2,6.9
35842,140361,0,71.2,5.5
30601,140589,0,84.6,6.3
37027,28.18,0,13.9,5.5
17.83,-105174,0,10,5.6
37004,28139,0,16.9,5.6
-4354,101413,0,27.4,6
-4294,101363,0,30.3,5.7
-59515,-29397,0,22.3,6
-4.21,101.37,0,32.4,6.1
10.96,-68325,0,20.3,6
-17912,-178665,0,570.3,6
-4.2,101366,0,30.6,5.7
45.06,-28141,0,10,5.5
16747,-99343,0,10,5.5
44968,-28025,0,10,5.5
30091,99475,0,14,6.2
30053,99499,0,7.5,5.8
11038,-68.27,0,15.5,5.5
-21963,-179305,0,590.8,5.7
-8281,-71381,0,593.4,7.1
23553,99526,0,33,5.6
-18891,-178845,0,531.4,5.6
-23427,-179953,0,548.2,6.3
-52991,159386,0,10,5.5
-21853,-139006,1,0,5.6
50103,105.36,0,36.4,5.7
-30523,-178414,0,43.8,7
-2922,127669,0,33,5.6
-13733,66248,0,10,6
52671,-35037,0,10,5.7
-16643,-173872,0,86,5.5
-9803,159531,0,23.6,6.1
43555,-127632,0,10,5.6
-56329,-139125,0,10,5.9
57086,122018,0,30.7,6
-62104,154634,0,10,5.7
17852,147009,0,56,5.6
54305,-165574,0,104,6.3
-20009,169268,0,33,5.5
-30508,-178.27,0,29.2,6.3
2545,126537,0,76.9,5.6
-17952,-178593,0,584,5.9
-52341,160568,0,10,8.2
-51367,161451,0,10,5.6
-52087,161.1,0,10,5.5
-51886,160563,0,10,6
-51408,158679,0,10,5.5
-52503,160584,0,10,5.7
-3748,123256,0,22.1,5.8
56177,164264,0,18.6,6.3
-51783,161425,0,10,5.6
56173,164185,0,35.9,5.9
-52272,159833,0,10,6
-5.85,148.3,0,111.6,5.9
-52071,159931,0,10,5.8
-7332,128539,0,171.3,5.5
-52583,160106,0,10,5.7
-4406,-105.27,0,10,5.6
-55279,-133192,0,10,6.1
30167,50921,0,30.5,6
-25053,130781,0,10,5.8
-16714,-173278,0,34.9,5.8
-6515,147799,0,33.2,5.9
-10204,161395,0,86,5.7
-23897,-70337,0,32,5.6
17401,-94645,0,138.3,5.9
-45383,167086,0,23.2,6.4
-6826,156216,0,171.3,5.5
-19531,-173736,0,22.8,5.8
71432,-4371,0,10,5.6
-7865,117517,0,245.2,5.7
-22252,-138734,1,0,5.5
35107,-35008,0,9.6,6.2
21861,89763,0,5.8,5.8
-15283,167572,0,247.1,5.5
-30169,-178918,0,82.1,5.6
-3.67,140139,0,71.2,5.6
-43342,38969,0,10,5.5
12875,143351,0,126.2,5.7
34289,26055,0,13.8,5.5
6824,-82309,0,10,5.5
57755,-153992,0,58.2,5.8
20672,102446,0,33,5.6
31807,137982,0,359.9,6.4
-40494,-74674,0,33,5.6
-1437,-24169,0,10,5.5
17761,-68811,0,62.3,5.7
-22113,-67559,0,188.5,5.7
-21785,-176493,0,182.3,5.7
-28336,-66312,0,21.7,5.5
1134,-79616,0,15.1,6.3
19.36,-155.08,0,9,6.4
19362,-155083,0,9.4,6.5
39112,-28242,0,11.3,5.9
-63723,-156105,0,10,5.8
-57788,-147449,0,10,5.8
-6223,148814,0,50.4,5.5
-7604,127342,0,173.4,5.6
-53187,160168,0,33,6.4
51617,-175208,0,33,6.1
-16632,-177365,0,22.9,5.9
-36.86,-97.63,0,10,5.8
-36265,-99.25,0,10,5.8
-4823,128973,0,34.1,5.7
49888,78802,1,0,5.6
52841,159859,0,30.7,5.5
1162,121476,0,41.3,5.8
-1577,-15548,0,10,5.7
46.05,151316,0,75.1,5.5
-8129,68355,0,10,5.8
-1472,-15546,0,10,5.8
-8081,125129,0,9.8,6.7
22809,94.56,0,107.7,5.6
5048,95635,0,82.1,5.6
30029,99455,0,35.7,5.6
2299,128142,0,141.8,6.5
-54412,-132.68,0,10,5.6
36085,71069,0,95.1,6
-18874,176789,0,31.4,6
-18823,176674,0,33,5.8
-18.88,176811,0,19.6,5.9
-7191,122715,0,620.3,5.8
-52602,12927,0,10,5.9
-8048,121384,0,13.8,6.8
-4511,139022,0,14.3,6.3
-11618,164686,0,33,5.9
-3.66,150695,0,10,5.7
-2686,127312,0,29.4,5.7
1009,126.1,0,65.6,5.5
-59994,-26.68,0,33.3,5.8
23043,121965,0,10.7,6.6
-22531,179129,0,592.1,6
1883,128251,0,113.8,5.8
42797,145117,0,44.4,5.6
-5417,152022,0,36.7,5.7
-4.44,-104876,0,10,5.7
-40121,174.33,0,121.6,5.6
5898,124424,0,55.8,6.1
-61895,154623,0,10,5.8
5977,124379,0,44.4,5.7
0.8,126817,0,51,6.1
8682,125718,0,55.2,5.9
-7259,-12.7,0,10,5.6
-20502,-173929,0,37.7,5.5
-19016,176652,0,33,6.3
-18957,176674,0,33,5.5
-38307,-93822,0,10,5.6
-17701,167187,0,10,5.6
-55053,-27846,0,33,5.6
-6507,130028,0,164.5,5.5
11766,41942,0,11.6,6.5
11919,41963,0,10.1,5.6
11884,41812,0,10,6.1
11.88,41.88,0,10,6.1
37278,21203,0,10.5,5.8
11985,41.87,0,10,5.7
11904,41824,0,11.7,6.1
11874,41.87,0,15.8,6.4
11942,41769,0,9.7,6.1
11821,41732,0,10,5.8
-4104,154459,0,493.5,6.6
24094,122478,0,42.8,6.3
52517,-168095,0,33,5.5
34921,26.24,0,61,5.6
18039,-105667,0,21.4,6.5
54597,162793,0,31,5.5
55609,161358,0,73.4,5.6
-174,-17801,0,10,5.5
-4242,152942,0,44,5.9
25.54,125263,0,37.6,5.5
-4219,136667,0,9.1,6.4
-33.15,-177.64,0,33,5.5
-33329,-178805,0,33,5.5
55543,-156835,0,11.4,7.1
4.26,127408,0,42.4,5.7
14218,-93755,0,35.3,5.6
29459,128.56,0,18.6,5.6
-52.81,140316,0,10,5.7
-36087,-103171,0,10,6
-1322,67.6,0,10,5.6
976,126106,0,36.7,6
-30197,-177.96,0,33,5.9
-52766,9851,0,10,5.8
2435,-79761,0,6.5,5.9
51.31,-175805,0,33,5.5
-9017,110503,0,33,5.6
-9011,110521,0,48.3,5.5
-19009,-174921,0,122.2,5.8
-35577,-17063,0,11.9,6.4
-26141,-70746,0,33,5.5
1644,127322,0,103.2,6.2
-19329,-175.8,0,144.8,5.5
51574,-173367,0,33,5.7
53232,159719,0,51.3,5.5
40337,51534,0,54.8,6.5
-32561,-14251,0,10,5.9
16497,-93671,0,108.3,6.1
40203,51749,0,51.4,6.2
-61435,153988,0,10,5.9
-5527,153.62,0,54.3,5.8
51184,178821,0,33,6.2
31583,102433,0,14.6,6.1
22621,121971,0,31.3,5.5
-20355,169277,0,33.9,6.5
20329,98822,0,10.8,5.8
-6173,149815,0,50.5,5.7
20236,98848,0,13.1,5.8
80638,121761,0,31,5.5
80.69,121.81,0,10,5.5
-20095,169023,0,38.8,6.1
51314,-179028,0,19.6,6.8
51188,-179234,0,33,6.2
51137,-179221,0,33,6.1
51115,-179241,0,33,5.6
51076,-179306,0,33,5.7
-4293,-77563,0,35.4,5.5
51.78,171869,0,26.2,5.8
-17609,122404,0,10,5.5
-32766,-179009,0,100.6,5.6
-9405,156311,0,33,5.6
-60.32,150091,0,10,6
-4035,152407,0,25.7,6.3
37.0361667,-121.8798333,0,17214,6.9
14583,-44928,0,10,5.5
-10155,161063,0,45.4,6.1
-10183,161113,0,69.2,5.7
14603,-45068,0,10,5.6
39985,113.99,0,10.5,5.6
2086,126579,0,53.4,5.6
49937,78972,1,0,6
573,121435,0,102.6,5.5
-5272,68542,0,10,5.6
-7358,128598,0,155.7,5.6
-25645,179809,0,441.4,6.1
11909,-86277,0,73,5.5
39812,143539,0,8,6.2
-4651,152828,0,74.2,5.6
39823,143692,0,9.1,6.4
-11022,162.35,0,24.7,6.9
39.59,143458,0,10,5.9
39571,143333,0,9.6,6.9
39.5,143408,0,18,5.5
39531,143412,0,10,5.5
36788,2448,0,5.7,6
36745,2443,0,10,5.6
-21104,-178684,0,582.2,5.8
-9219,111962,0,33,5.6
-9306,112.05,0,33,5.6
-20995,-67954,0,139.5,6.1
2492,128.14,0,37.3,5.6
-11009,162208,0,33,5.5
-10949,162.13,0,50.3,5.5
39837,142.76,0,28.6,7.4
39637,143137,0,30.2,6
39179,142997,0,38.7,5.5
39638,143.7,0,29.4,5.5
40018,143252,0,27.6,5.5
-1285,148713,0,16.6,6
72255,0.63,0,10,5.5
39118,143354,0,30.2,5.9
39097,143574,0,26.9,5.5
-49684,-115159,0,10,5.9
40101,142318,0,49,5.5
25742,125583,0,30.6,5.5
-11315,162435,0,39.2,6.1
-61447,154.31,0,10,5.6
-22772,-65936,0,265.7,5.6
-9124,124743,0,33,5.8
-584,-19985,0,10,5.5
-52204,160031,0,10,5.7
-17.76,-178.99,0,537.6,6.2
80588,122132,0,10,5.8
-17385,167931,0,27.9,5.8
-6575,154107,0,48,6.1
29892,57718,0,18.4,5.9
44635,148202,0,52.6,5.5
-28975,-177529,0,56.2,5.9
-50053,162592,0,26.7,6.3
-0.64,-19.79,0,10,5.7
-22314,-174826,0,33,5.5
989,126007,0,25.6,5.8
-63342,170701,0,10,5.5
-63211,170551,0,10,5.6
12651,48311,0,10,5.5
-2179,138862,0,25.8,6.1
23721,114.58,0,33,5.6
25892,-110076,0,10,5.6
-22276,-138836,1,0,5.6
-15808,-73242,0,70.8,6.3
-25374,179629,0,487,6.1
-38881,178231,0,34.6,5.6
51631,-178102,0,43.1,5.6
-14457,167271,0,216.2,5.5
39536,143089,0,34.5,5.6
-7631,-74459,0,153,6.6
-57655,148211,0,10,6
-15471,-173156,0,76.1,5.8
-6192,130455,0,119.8,5.6
25917,58971,0,15.6,6
-6436,146383,0,104.4,7.1
21184,93746,0,47.3,5.5
19199,-104.44,0,66.8,5.5
10094,126495,0,43.7,6.2
36552,140917,0,46.7,5.6
141,123.34,0,151,6.7
-18.69,168989,0,200,5.9
-4684,130827,0,74.2,6.1
-10445,161275,0,37.6,6
-11329,162313,0,33,5.6
8337,126729,0,24.4,7.6
8397,126485,0,33,6
7866,126877,0,43.6,5.7
8026,126951,0,33,5.6
8396,126848,0,29.5,5.5
-3.61,131.18,0,25.2,5.5
7976,126873,0,31,5.5
7777,126806,0,34.2,5.5
8135,126889,0,37.8,5.6
40011,143291,0,22,5.7
-8486,92233,0,24.8,5.9
8297,126671,0,31.8,5.6
8547,126794,0,39.9,5.9
939,-28976,0,10,5.8
7945,126847,0,39.5,5.5
7985,126.92,0,31.9,5.5
8094,126828,0,21,6.5
-35067,-179642,0,28.5,5.9
8192,126852,0,39.3,5.8
-34828,-179526,0,32.1,5.5
-58775,-25485,0,33,5.5
3251,96404,0,21.5,5.6
45364,150108,0,43.2,6
62421,-155.62,0,0.4,5.5
17401,145788,0,161.5,6.3
60.08,-73445,0,5.1,6
1679,127.2,0,102.2,5.6
-41714,-83954,0,10,5.9
-16177,167967,0,183.8,5.8
-26209,-70507,0,32.1,5.5
-3406,145966,0,38.3,6.7
8344,127441,0,40.9,5.6
13408,144439,0,135.8,5.8
-15397,-172.85,0,53.5,6.5
-8.8,106442,0,29,5.8
-19258,-69529,0,108.7,5.5
18863,-106795,0,33,6
-10681,92987,0,14.8,6
-15947,-74245,0,48,5.5
52038,-169446,0,33,6
28225,88163,0,79.1,5.5
51963,-169383,0,33,5.8
11591,95017,0,33,5.7
24753,95241,0,119.2,6.3
39646,143288,0,33.7,5.7
39706,143306,0,36.6,5.8
11654,95143,0,33,5.9
52117,-169236,0,33,5.5
-10073,123819,0,32.7,5.5
12672,-87489,0,86.2,5.6
4979,126508,0,61.9,5.7
37819,91971,0,12.2,6
45352,150.93,0,33,5.5
45345,150913,0,48,5.7
-29709,-177467,0,58.3,6.1
-29.08,-177628,0,33,5.7
-31664,-178085,0,23,5.7
-31725,-177996,0,33,5.6
-31587,-178046,0,33,5.6
43.56,-127402,0,10,5.6
43589,-127443,0,10,5.7
-30141,-177688,0,13.4,6
-5286,150609,0,136.2,5.5
-20.76,-178487,0,585.8,5.7
35832,52954,0,24.5,6
40097,142314,0,47.5,5.7
-15262,-173376,0,33.6,5.8
-6082,-81224,0,25.5,5.5
-31612,-178083,0,33,5.5
3885,96.1,0,45.7,6.2
-12451,-75069,0,104.2,5.6
14603,119437,0,23.1,5.9
43008,145.46,0,40.9,5.5
-23398,179094,0,548.4,5.6
8247,126712,0,61,5.5
-18407,176924,0,10,6
-18073,-178307,0,576.1,5.8
-5294,151099,0,43.9,5.8
51125,-130238,0,10,5.5
-10233,110.29,0,45.8,5.8
37047,71.25,0,109.9,6.3
9755,124694,0,25.9,6.8
9725,124625,0,30.3,6.6
-42343,172798,0,9.8,6
-18756,-71456,0,34.4,5.9
-42347,172595,0,10,5.7
-3.17,-80829,0,56.9,5.6
36331,140916,0,46.4,5.7
-5256,151.33,0,14.8,5.7
44.13,-128926,0,10,5.5
-31193,-48919,0,29.9,5.5
-5225,151355,0,15.5,5.6
-4567,-105583,0,10,5.9
29533,130732,0,65.9,6.1
15835,147197,0,31.9,5.6
-5516,149432,0,142.3,5.9
-40347,176102,0,24.3,6.3
-15465,166385,0,12.1,6.9
34706,139252,0,14.2,6.4
46922,153996,0,34.1,5.6
-21559,170437,0,160.8,5.6
-25413,-116169,0,10,5.7
16903,-62326,0,109.9,5.8
-11458,66.38,0,12.4,5.8
11654,-86622,0,31.9,5.5
-15523,-175236,0,33,6.2
-10553,165.19,0,24.7,5.6
-18042,-69135,0,141.4,5.7
-26651,-114726,0,14.2,6.1
-17159,-64141,0,601.4,5.9
34.14,-117.69,0,10,5.7
34144,-117697,0,3292,5.51
53.34,160.03,0,27.1,5.8
-7892,121112,0,39.3,5.6
-22122,175163,0,33.2,7.6
-21557,175753,0,33,6.2
-22405,174164,0,33,6.6
28925,66331,0,10.1,6.1
-18318,168063,0,20.7,7.1
36907,73021,0,12.2,6.2
36738,73061,0,10,5.7
-11147,117.44,0,21.9,5.5
-17295,66675,0,10,5.9
58391,-152.96,0,66.7,5.7
50907,157244,0,50.6,5.5
-20529,168207,0,37.5,5.6
33493,138654,0,24.4,5.5
-3158,128838,0,26.2,5.5
51484,-175032,0,13.8,6.4
51479,-174984,0,15,5.7
-7281,-106443,0,10,5.5
-47906,165653,0,33,5.5
-3429,-76913,0,112.1,5.6
-3994,39925,0,10,5.5
4575,122.62,0,639.4,5.7
-15.13,167238,0,132.3,6.5
24897,-109035,0,10,6.1
-48688,106802,0,10,5.5
27.22,141605,0,47,5.8
29496,131595,0,31.4,5.5
-31092,-179093,0,144.8,6.6
-36919,177197,0,224.7,5.6
-8473,158891,0,116.2,5.6
-47624,165261,0,33,5.5
9814,-84828,0,26.6,6.4
9919,-84808,0,22.2,7.3
37034,72942,0,33,6.3
9591,-84659,0,40.8,5.7
44462,148772,0,33,5.8
9253,125606,0,39.2,5.9
20231,122038,0,123.9,5.6
42891,146969,0,21,6
-39.97,45783,0,10,5.8
-32672,-72086,0,40.8,5.7
-5843,147664,0,88.2,6.2
11426,-86301,0,52.5,6.8
11608,-86425,0,61,5.9
-16179,-72974,0,93.4,5.5
15125,147596,0,11.4,7.6
15331,147553,0,33,5.7
15552,147529,0,45.5,5.5
15198,147.51,0,36,5.7
-40953,80724,0,10,5.7
15128,147621,0,12.6,5.5
-41093,80906,0,10,5.8
-6817,105.14,0,33,5.8
-15152,-172126,0,33,5.6
15536,147463,0,36.3,5.5
-60527,-25482,0,33,6
-21618,-174213,0,28.5,5.5
15177,147596,0,15.5,6.3
-25988,-175955,0,32.3,5.8
-18049,168126,0,36.3,5.5
-25806,-176058,0,17.4,6
-7157,129515,0,131.2,5.5
42.54,144048,0,71.5,5.6
-30991,-177806,0,33,5.8
35474,135451,0,362.3,6.1
-17564,-178712,0,553.7,5.5
27296,139924,0,457.6,5.7
-14858,167278,0,119.1,5.7
39436,74.9,0,33,6
7368,-35286,0,10,6.1
1186,122857,0,25.7,7.8
368,123131,0,33,5.6
1129,122645,0,33,5.6
1263,122984,0,35.3,5.7
1315,123018,0,19.1,6.5
1229,123441,0,36.8,5.5
1.3,123021,0,33,6
1108,123429,0,23.7,6.5
-6.27,151178,0,51.9,5.5
1234,123254,0,32.9,5.5
-36985,-73303,0,11.9,6.3
47488,138956,0,505.2,5.5
-37977,-73.3,0,26.1,5.7
36.04,100274,0,10,6.3
35986,100245,0,8.1,6.5
36239,100254,0,9.6,6.3
-6277,154755,0,74.3,5.6
1059,122825,0,24.4,6
28696,66177,0,16.8,5.5
8887,-83.5,0,22.7,6.4
-26113,-178021,0,17.4,5.7
-4.1,151857,0,26.8,5.6
-54279,1271,0,10,6
7329,94308,0,20.8,5.6
-25.14,-112481,0,10,5.6
14056,-91.69,0,41,5.8
58.84,-156858,0,211,6.6
58.82,-156.85,0,217,6.6
-5604,150164,0,81.6,6.4
40775,15766,0,10,5.8
-35253,-104142,0,10,5.7
6905,-82622,0,9.6,6.5
-17054,168495,0,229.2,5.7
-56381,-27058,0,33,6
-5989,147586,0,69.2,5.5
-61979,161434,0,10,5.8
-54824,146247,0,10,5.9
-6176,146807,0,100.8,5.5
41.82,130858,0,578.5,6.3
17282,-100679,0,28,5.6
49037,141847,0,605.7,7.2
-6.07,149775,0,74.2,5.8
-40296,176064,0,20.6,6.4
-35925,-71415,0,75.9,6.2
36043,70428,0,113.1,6
-3075,35891,0,5,5.5
1158,123869,0,29.7,6
-10151,161051,0,57.4,5.5
-31835,-178027,0,41.2,5.7
-5648,150233,0,80.9,5.6
10.94,-85475,0,73.3,5.5
-18.08,-69626,0,105.9,5.8
38.43,74363,0,114,5.7
-25398,178101,0,613.5,5.9
26619,127846,0,32.6,5.8
13081,143841,0,140.7,5.5
5121,32145,0,14.9,7.2
43874,147623,0,17.9,5.7
-18102,-175.13,0,232.2,6.3
-32.5,179624,0,345.6,6.1
53558,-163537,0,33,5.5
-8137,109043,0,27.5,5.6
-36299,-97876,0,33,6.1
5277,31829,0,16.5,6.5
5358,31848,0,16,7.1
-7363,120363,0,588.9,7.1
5436,31876,0,10,5.5
-2871,130338,0,14.6,5.9
1342,123371,0,33.8,5.8
74225,8828,0,29.1,5.8
7715,-36963,0,10,5.9
-20874,-177987,0,485.8,5.9
56956,-153569,0,24.7,6.1
-6016,-77229,0,24.2,6.6
45841,26668,0,89.3,7
-6018,-77127,0,21.5,5.7
45811,26769,0,88.2,6.3
17.26,-100707,0,22.6,6
35522,140339,0,67,6.3
-5119,147722,0,33,5.5
-5485,154117,0,144.7,5.5
1081,122776,0,33.8,5.5
-3563,144432,0,29.3,6.5
-16125,-176885,0,33,5.6
-1211,-24419,0,10,5.6
-17573,-71824,0,26.8,5.7
-18874,-178789,0,499.2,6.5
-9103,120264,0,33,5.5
-6062,-77136,0,25.6,5.5
1253,123422,0,34.3,5.6
9457,138202,0,20.6,5.6
6371,126396,0,77.2,5.8
11.76,121899,0,18.1,7.1
11603,121808,0,17.8,5.6
47869,85076,0,57.9,6.6
11312,122252,0,22.9,5.5
-5041,152082,0,60.1,6
-22607,-176.72,0,139.4,5.6
39258,20528,0,31.7,5.6
27998,127976,0,27,6
27398,65719,0,14.5,6.1
27302,65548,0,15.3,5.6
3879,125.69,0,167.7,5.5
-21038,-178855,0,612.2,5.6
-1.12,126816,0,24.2,5.6
36957,49409,0,18.5,7.4
36636,49799,0,15.2,5.8
-14558,167887,0,33,5.5
-19648,-69128,0,103,5.5
-14.64,167934,0,19.1,5.5
-14607,167939,0,22.4,5.7
-611,146473,0,23.9,6.2
-21568,-176483,0,180.5,6.9
-21.61,-176502,0,193.2,5.8
-3458,131,0,33.5,5.7
-22015,-179473,0,586.8,6.3
-22215,-138841,1,0,5.5
-21552,-179332,0,616.3,5.7
9857,-84392,0,8.1,5.5
-6138,149813,0,51.8,5.6
25372,124473,0,132.7,5.6
-6904,108.12,0,13.5,5.5
45371,150.17,0,41.5,5.6
-3599,150996,0,438.4,5.6
1056,121.5,0,30.3,5.6
12217,120662,0,26.7,5.7
-17827,-178903,0,559.6,5.9
5395,31654,0,12.6,6.6
8493,-103127,0,33,5.8
-10353,161119,0,66.3,6.4
-12.67,166894,0,96.5,5.5
-57.2,-25.49,0,61.9,5.5
59325,-136.47,0,10,5.6
-25355,178342,0,584.8,6
-25366,178234,0,589.8,6
14647,-60458,0,28,5.8
-6245,154787,0,59.4,5.5
-13295,-112.27,0,10,5.5
36415,70789,0,216.8,6.4
3,-17376,0,11.1,6.6
-74,-17523,0,11.7,5.7
11721,143165,0,26.6,5.6
-17411,-174283,0,160.5,5.7
15679,121172,0,25.1,7.7
16385,120412,0,18.2,5.6
16521,120.93,0,15.7,5.6
16285,120457,0,12.7,5.7
-32.46,-69958,0,102,5.7
24249,121818,0,18.8,5.7
16433,120838,0,18.3,6.1
16495,120981,0,23.1,6.5
12615,-87386,0,57.6,5.7
16511,121007,0,13.5,5.6
36.99,29595,0,17.2,5.5
-6.82,130601,0,97.1,5.7
16386,120938,0,17,5.8
16.4,120919,0,26.3,5.7
-23622,-179893,0,531.3,6.3
12036,143.75,0,22.5,5.5
16488,120658,0,19.5,5.6
9481,-84546,0,28.5,5.5
11269,122348,0,16.3,5.6
-7504,127.76,0,130.5,5.5
27247,65508,0,18.8,5.9
-15355,167464,0,125.7,7.2
-15429,167402,0,113.1,5.6
-36423,-104519,0,10,5.6
-41333,-88411,0,10,5.5
42416,-126682,0,10,5.8
-11.78,166547,0,30.7,5.7
-31.62,-71695,0,35.8,6
-6.46,105396,0,47.6,5.8
47963,84961,0,33.4,6.2
29551,137.63,0,496.2,6.5
36.31,141072,0,26.6,6.1
-1.08,-13887,0,10,6.4
-15962,-173572,0,81.1,5.6
8497,-103253,0,10,5.5
-76,122954,0,172.1,5.5
-20199,168328,0,47.4,5.8
333,126175,0,53.2,6.2
-19805,-177385,0,372.9,5.9
6572,60.24,0,10,5.5
-22182,171138,0,131.3,5.5
964,-28808,0,10,5.5
13277,143935,0,143.7,5.5
-19435,169132,0,140.4,7.1
60115,-152006,0,87.6,5.5
27024,65969,0,21.2,5.5
35432,-35648,0,10,6.3
51294,-178901,0,33,5.5
-31003,-179706,0,358.3,5.5
41564,88.77,1,0,6.2
-11167,161963,0,31.8,5.7
-11164,161997,0,29.1,6.7
26979,101154,0,12.3,5.7
-40229,78308,0,10,6.2
7507,93975,0,21.4,6
-34597,-107776,0,10,5.7
46189,142289,0,309.4,5.7
-11246,161919,0,43.5,5.7
-33373,-178046,0,33,5.9
-27487,-104266,0,10.5,6
-22118,175014,0,32.5,5.5
-4455,144508,0,214.3,5.5
5792,-77504,0,10,5.6
525,126084,0,11.3,6.4
-9152,110765,0,33,5.5
19592,-77874,0,10,5.5
-26109,-177553,0,33,5.7
-6.87,125452,0,506.4,5.9
-19447,-175735,0,243.8,5.6
15968,-47.92,0,10,5.7
6146,-82634,0,10,5.5
12006,140616,0,52,5.5
-143,-80283,0,14.2,6.6
-41.21,-90129,0,10,5.6
-3134,148134,0,40.6,5.8
-3197,148225,0,22.8,6
-3.14,148174,0,51.6,5.5
-31262,-69063,0,112.1,5.7
8461,126506,0,84.2,5.8
5443,31686,0,10,5.6
-7338,155892,0,30,5.6
-24449,-177227,0,132.1,5.7
