Latitude,Longitude,Type,Depth,Magnitude
905,122375,0,105,5.5
-6428,154827,0,54,6
-17656,-178501,0,560,5.7
-32736,-179663,0,143,5.5
23221,120753,0,33,5.5
-51905,139471,0,33,6.2
-25837,-68774,0,113,5.6
40172,143244,0,17,5.5
4132,124806,0,303,5.5
53534,-165465,0,46,5.5
-7215,155086,0,33,5.5
10281,92875,0,33,5.7
43403,17.49,0,32,5.5
28714,52128,0,24,6
34112,141591,0,43,5.5
-28501,-70306,0,94,5.5
-47572,99919,0,33,5.8
-4562,149886,0,521,5.6
-28197,-176877,0,62,6.1
-62872,167626,0,16,5.7
40888,42855,0,44,5.5
-5981,146317,0,50,5.5
7992,-38015,0,33,5.5
-21928,-175033,0,54,5.5
-44642,167573,0,19,6.6
-23767,-175547,0,40,5.8
-29934,-177837,0,35,6.8
-21725,-68163,0,73,5.6
46356,13275,0,9,6.5
46.35,12945,0,33,5.9
-28041,-71322,0,33,5.5
-7453,154.63,0,34,5.8
-7451,154708,0,26,5.6
-7578,154595,0,33,5.9
-7603,154697,0,22,5.8
-51506,139678,0,33,6.1
-51603,139683,0,33,6.6
37.56,20352,0,33,6.4
-4612,130408,0,56,5.5
10782,-43498,0,33,5.7
-6375,150348,0,17,5.6
4461,19348,0,23,5.6
-11637,-74478,0,33,6.6
-54617,-132522,0,33,5.5
40381,63472,0,10,7
-59949,154077,0,33,6.2
4464,-75783,0,157,5.9
-31117,-177791,0,72,5.8
-15936,-175093,0,292,5.5
3684,125077,0,173,5.9
-5919,145845,0,126,5.9
31009,141.65,0,33,5.5
-5578,154265,0,115,5.8
-31117,-177839,0,31,5.8
-5579,148293,0,174,5.9
-4935,153691,0,103,5.8
-10489,-78322,0,73,5.9
-31175,-177651,0,33,5.7
-4942,153983,0,116,5.5
11507,-86845,0,33,5.7
31251,141615,0,33,5.7
51606,159363,0,43,5.5
-17357,167787,0,20,5.5
-5.39,154081,0,109,5.6
24.57,98953,0,8,6.9
24531,98.71,0,10,7
-1052,127036,0,33,5.5
-41637,-75411,0,28,6
24343,98642,0,14,6.2
24377,98771,0,20,5.5
-62753,-160054,0,33,5.8
-26574,178309,0,617,5.6
-5201,153442,0,88,6.2
38315,142667,0,21,5.7
23888,143063,0,33,5.5
-10086,161012,0,61,6.2
-7445,154733,0,39,5.8
-10098,161046,0,54,5.5
14087,124829,0,33,6.4
17403,-100635,0,45,6.4
-16299,167.26,0,13,5.6
24894,98752,0,33,5.9
-4862,125709,0,33,5.6
-6515,151412,0,18,5.5
37545,20551,0,8,5.5
-179,125036,0,33,5.7
-15305,-75415,0,33,5.6
543,134794,0,33,6.3
-1438,-14069,0,33,5.6
46162,12864,0,24,6.1
-24814,-175356,0,33,5.6
-15297,-75496,0,33,5.6
-15205,-75441,0,32,5.7
-18.02,65414,0,33,6.1
24742,125929,0,36,5.8
3397,96318,0,33,7
3396,96404,0,32,5.8
543,134807,0,33,5.8
-59661,-26443,0,59,5.8
3.4,96387,0,33,5.5
29913,138582,0,433,5.5
-4603,140091,0,33,7.1
-4273,139862,0,33,5.9
3665,126.75,0,33,6.5
-4633,140192,0,33,5.9
-5129,151618,0,119,5.6
-33816,-177834,0,48,6.1
-2113,101947,0,138,5.5
-29522,25182,0,33,5.9
49915,78952,1,0,5.8
3242,128201,0,92,5.5
-50139,-114815,0,33,5.7
-9.55,154333,0,17,5.6
47358,145718,0,387,5.8
7337,-78.47,0,22,6.7
7385,-78201,0,33,5.7
7409,-78127,0,3,7
7037,-78134,0,33,5.5
7384,-77991,0,33,5.6
-8.17,114888,0,40,6.5
-8127,114862,0,33,5.9
5799,-82.74,0,25,5.5
-4607,139954,0,33,5.6
-4157,152755,0,53,6.6
-21693,-113243,0,33,5.8
-4.73,101822,0,33,5.8
24782,98698,0,9,6.3
-3508,148647,0,37,5.9
-29967,-114427,0,33,5.6
-58957,-25482,0,31,5.6
-4534,139949,0,33,5.6
-21907,-113332,0,33,6.2
4956,118308,0,33,6.2
39.57,117978,0,23,7.5
39664,118401,0,26,7.4
-20196,170004,0,5,6
-20266,170012,0,39,5.7
39295,72.79,0,50,6.1
43172,45603,0,21,6.1
-56061,-27284,0,97,5.8
47782,48.12,1,0,5.9
-30322,-177964,0,20,6.2
-20609,169274,0,52,6.9
-35647,-14035,0,33,5.8
6982,94312,0,106,5.6
-34525,-179577,0,29,5.5
-20842,-175045,0,33,5.6
2136,-79024,0,33,5.6
-10954,162487,0,43,5.5
3.55,124325,0,357,5.8
26.68,97.07,0,27,6.4
32752,104157,0,16,6.9
6262,124023,0,33,7.9
7199,123615,0,33,5.8
7037,123.69,0,26,5.6
7381,123384,0,33,5.8
10063,125866,0,34,6
7249,122939,0,22,6.8
6476,123937,0,32,5.5
7275,123299,0,14,5.6
-30396,-177745,0,32,5.6
6441,123946,0,31,5.6
-30265,-177762,0,15,5.7
6923,123691,0,33,5.7
-30275,-177366,0,3,5.8
14499,123766,0,15,5.5
45048,149781,0,47,5.5
-20412,-69993,0,81,5.6
-6722,129567,0,120,6
32571,104249,0,33,6.4
60.22,-153304,0,144,5.5
-14047,170939,0,31,5.9
32492,104181,0,33,6.7
6.52,124085,0,58,5.8
-25326,-70694,0,8,5.6
13045,124445,0,23,5.6
49969,79001,1,0,5.8
-2568,126983,0,33,5.5
-29756,-111752,0,33,5.6
-29627,-178264,0,72,5.6
1099,147.53,0,53,5.9
-56252,-26217,0,45,5.9
-28.29,-176633,0,51,5.9
-20414,169364,0,75,5.7
-10247,161094,0,83,5.6
-8156,120623,0,68,5.6
-6482,129701,0,214,5.7
-21327,-66301,0,188,5.5
4836,96967,0,33,5.5
-14905,167246,0,114,5.5
-57,124842,0,64,5.9
-14332,167238,0,172,5.5
7797,123847,0,53,5.5
46.28,13157,0,16,5.5
-24.12,-66766,0,173,5.6
-30126,-178005,0,60,5.5
29795,89559,0,82,5.5
-26432,-115067,0,33,5.7
4127,126412,0,58,5.5
-3721,138016,0,75,5.8
46302,13197,0,10,6
46322,13132,0,17,5.9
84289,207,0,15,5.7
-9214,148139,0,15,5.9
2412,126792,0,50,5.5
-11056,32857,0,27,5.7
18221,-100469,0,55,5.6
44.88,149225,0,64,6.1
-46193,-13905,0,25,5.7
40028,106327,0,29,5.7
-5917,148193,0,94,5.5
6804,123.8,0,45,5.7
-26578,-114999,0,33,5.5
38775,-0.59,0,10,5.6
73404,54817,1,0,5.8
6922,124069,0,41,6
-30239,-177876,0,32,6.5
-3461,130897,0,33,5.5
-58256,-24807,0,33,5.6
-35121,-179428,0,34,5.5
-6983,155642,0,56,5.5
-5273,102648,0,30,5.5
-30536,-177533,0,33,5.5
-30379,-177312,0,15,5.5
-6426,153002,0,22,6.3
-747,-78779,0,33,5.7
37092,141271,0,81,5.6
18948,121303,0,57,5.7
4.35,124834,0,35,5.5
-10453,161295,0,106,6
-33138,-178691,0,33,5.7
-18173,-177.76,0,604,5.5
-4468,152375,0,121,5.6
7084,123449,0,33,5.6
56143,-153274,0,26,5.5
-4.52,153438,0,105,5.5
50382,3959,0,33,5.5
6243,126298,0,85,5.8
-4517,139918,0,33,7.1
3541,96278,0,14,5.6
-6089,148531,0,77,5.7
-6053,149548,0,53,5.8
-29349,77659,0,33,6.5
-29217,77815,0,33,5.7
26704,125.22,0,218,5.5
4141,95.14,0,20,5.5
27605,101052,0,33,6.5
33802,59155,0,13,6.2
33235,47963,0,51,5.5
8478,126375,0,60,6.8
6934,123875,0,30,5.9
-3778,139972,0,33,5.5
38.09,142241,0,38,6
-19605,-173329,0,33,5.7
7991,126833,0,60,5.5
7848,126115,0,36,5.5
5,-78152,0,33,5.5
-57364,-25893,0,102,5.8
39444,117688,0,15,6.3
-41636,80209,0,33,6.2
50983,156223,0,112,5.5
-8818,156941,0,33,6.5
-4.17,135141,0,33,6.3
3745,128131,0,77,5.6
7029,123579,0,60,6
-38519,78569,0,33,6
49991,79005,1,0,5.9
46273,13083,0,33,5.7
51172,159291,0,33,5.5
39121,44029,0,36,7.3
39243,44267,0,33,5.5
52012,161369,0,33,5.6
-19498,-177705,0,442,6
-38923,-91537,0,33,5.5
41.0351667,-124.9496667,0,41.78,6.3
-17853,-178811,0,576,5.5
7.34,-78.21,0,33,5.7
36507,71042,0,190,6.1
-20.52,-68919,0,82,6.5
-19947,-69.21,0,69,5.5
30977,139532,0,36,5.6
-20381,-68531,0,72,5.6
-56186,-26781,0,33,5.5
-56076,-26739,0,33,5.5
-34.57,-112164,0,33,5.5
49884,78905,1,0,5.9
-18933,-176582,0,46,5.9
44.76,-110793,0,5,5.5
44525,-129961,0,18,5.5
-5936,151976,0,34,5.7
-4725,103405,0,87,5.5
13962,124829,0,33,5.5
7494,93811,0,33,5.9
28043,139575,0,491,5.9
27395,101055,0,17,5.9
28294,130698,0,41,6.3
28271,130603,0,39,5.6
-17318,-173994,0,79,5.5
13102,145057,0,77,5.5
-20912,-68456,0,57,5.6
7679,133612,0,33,5.8
596,126027,0,33,5.6
9.27,-83932,0,66,5.5
48802,-129292,0,10,6.7
528,126074,0,33,5.5
23297,143721,0,49,5.8
41783,-125953,0,15,5.5
-45551,-74888,0,33,5.6
-30681,-178191,0,38,5.5
-40572,-16711,0,33,5.8
-21144,-68588,0,89,5.8
-7885,109014,0,113,5.7
-2532,126582,0,33,6.1
38146,91007,0,27,6.3
-10.17,118987,0,19,6.3
27457,56202,0,29,5.5
23394,143.71,0,33,5.7
-3.63,144447,0,33,6.6
-52257,114591,0,33,5.5
-31282,-13.24,0,33,5.5
21173,120276,0,33,5.7
-11273,166108,0,42,5.6
-20717,-179246,0,653,5.5
1577,99856,0,178,5.6
12.96,125.96,0,33,5.6
12989,125927,0,33,5.5
26677,142579,0,33,5.6
-14874,-177233,0,36,5.9
-24848,-68674,0,33,6.3
-41731,174.25,0,50,6
37022,95697,0,33,5.9
5036,126553,0,50,5.9
-18014,-178379,0,604,5.8
-13379,166511,0,39,5.6
-15917,168232,0,266,5.6
-10925,164.66,0,25,5.7
-6511,152776,0,58,5.7
-17437,168694,0,14,5.6
-5215,151811,0,55,5.6
40.04,70852,0,20,6.1
45372,150439,0,33,5.5
-24689,-63362,0,549,6
-66448,-82584,0,33,6.2
-21821,-175259,0,33,5.7
-60933,-23.09,0,33,6.3
15679,119155,0,33,5.7
-117,125063,0,33,5.8
25973,-26258,0,33,5.5
496,125983,0,33,6.1
-45.48,-19065,0,33,5.7
41409,142039,0,5,5.6
33071,140817,0,42,6
-41367,80643,0,33,6
53566,170032,0,33,6.7
-11686,-13622,0,33,5.5
17241,-61485,0,33,5.5
-6277,147557,0,49,5.5
-6289,147529,0,52,5.9
-6327,147.7,0,58,5.6
9215,126.12,0,64,5.7
6867,123976,0,45,5.5
-16374,177981,0,33,5.5
6772,123.74,0,52,6.1
45772,26761,0,94,6.4
-1.68,138705,0,33,5.5
-8295,123601,0,39,5.7
-8323,156229,0,33,5.8
-11961,-74202,0,41,5.6
-12056,-74031,0,14,5.6
451,100021,0,22,6
41606,130878,0,528,5.9
2594,127173,0,59,5.5
23743,-45174,0,33,5.6
-4953,131007,0,41,5.8
-6731,154963,0,31,5.8
16773,122327,0,37,7
-5491,152199,0,37,5.6
44.2,148196,0,70,6
16743,122458,0,33,5.5
16814,122354,0,39,5.8
-21932,-138958,1,0,5.9
13199,145.28,0,33,5.6
27609,56393,0,29,6.9
27602,56.52,0,36,5.8
-33604,179.1,0,336,5.6
27579,56465,0,39,5.9
6793,-73045,0,164,5.5
-14466,-177949,0,33,6.3
27651,56446,0,54,5.5
-14427,-177957,0,2,6
27619,56586,0,35,5.8
-6761,129993,0,35,5.5
52295,-168257,0,38,6
-18585,-174147,0,93,5.6
-14683,167103,0,109,5.7
-48984,124611,0,33,5.8
27545,56329,0,29,6.2
-2285,125231,0,33,5.8
-16696,-172095,0,33,7.6
7301,-34857,0,33,6
12.01,144188,0,17,5.6
31983,50683,0,41,5.9
-26933,26656,0,11,5.5
-6407,130011,0,118,5.5
-10015,-71181,0,564,5.5
-52287,114.59,0,33,5.6
23183,142.26,0,33,5.5
3778,126756,0,43,5.7
8861,123387,0,33,5.5
-5544,125372,0,526,5.7
-5623,148343,0,177,5.7
30599,137484,0,493,5.5
-9828,160323,0,33,6.7
-9898,160608,0,33,5.9
-9.89,160348,0,19,7.5
-9844,160822,0,33,7.5
-9818,160291,0,33,5.7
-9673,160132,0,33,6.1
-9802,160.21,0,33,5.5
-10867,158217,0,33,5.7
-9833,160177,0,32,5.5
-9889,159953,0,32,5.5
26861,142.44,0,33,6.2
-9965,160731,0,33,7.5
-10148,160696,0,33,5.8
-10245,160728,0,33,6
-10276,160749,0,33,5.6
-10168,160657,0,51,6
-7613,119013,0,35,5.6
-17748,-178276,0,538,5.5
-9884,160652,0,19,5.5
-7204,154394,0,32,5.6
7186,123258,0,24,5.7
-979,127347,0,20,5.6
2,126882,0,77,5.7
39268,117708,0,22,5.8
21747,92.99,0,40,5.7
28424,139502,0,430,5.8
1487,-85265,0,33,5.7
1617,-85263,0,33,5.5
-19131,-177672,0,499,5.5
482,134924,0,33,5.6
-23867,-176556,0,48,5.6
-4444,101975,0,37,5.7
-10218,160613,0,33,5.7
15699,120.82,0,189,5.7
665,98676,0,40,5.5
25474,142512,0,9,5.7
18814,145352,0,207,5.7
4237,95774,0,56,5.9
-1732,120.52,0,54,5.9
-64944,175687,0,33,5.7
49944,78846,1,0,5.6
-34692,-179052,0,33,5.5
52428,-169707,0,33,6
-11814,166505,0,138,5.6
36243,31344,0,67,5.7
36436,70762,0,210,5.5
-23865,-70155,0,32,5.6
32636,48086,0,40,5.8
38539,141485,0,78,5.5
-4.95,130095,0,33,5.5
-3195,130701,0,12,5.5
-18525,-174057,0,41,5.5
13309,124645,0,35,5.6
-14.12,-14433,0,33,6
-19876,-179098,0,690,5.7
19043,145689,0,108,5.6
-13.72,-14606,0,33,5.5
-9766,159672,0,11,5.7
4652,124933,0,271,5.7
47.15,151093,0,149,5.6
-22878,-175.9,0,65,6.8
-22892,-175944,0,33,5.5
-2268,100833,0,53,5.5
-4.6,102234,0,47,5.5
22562,-45124,0,33,5.6
22.65,-45139,0,33,5.7
22615,-45111,0,33,6
-61,125058,0,33,5.6
-7599,127654,0,58,6
-9954,160535,0,16,5.8
1435,126435,0,51,5.9
5278,-82651,0,33,5.5
-21068,-178574,0,594,5.8
-5806,154579,0,127,5.8
-7.41,129737,0,167,5.6
5064,127334,0,128,5.5
-22455,-175.1,0,33,5.5
-56115,-27558,0,122,6.1
-19128,168407,0,12,5.5
-6.3,131.05,0,33,5.7
505,134.96,0,33,5.6
29.88,67454,0,10,5.5
40316,63682,0,33,5.5
24051,122214,0,33,5.7
-29393,-112301,0,33,5.6
-27456,-176713,0,33,5.5
-62.89,168219,0,33,5.6
-53863,158602,0,33,6.7
-53722,159594,0,33,5.6
16882,122361,0,33,6.9
-5258,153542,0,57,5.5
-33797,-179.72,0,31,6
-15339,-173152,0,33,6.2
-8031,155538,0,33,7.2
6537,123769,0,36,5.6
-20494,169623,0,108,5.5
-56013,-27788,0,112,6.1
-12371,166295,0,36,5.7
8554,-82751,0,33,5.7
-10567,161333,0,32,5.8
-8172,107644,0,52,5.7
-17564,-174.37,0,57,6.3
-6533,155011,0,58,5.9
-9244,148.28,0,33,5.5
-22752,-12752,0,33,5.7
-22745,-12703,0,33,5.6
-7763,107567,0,33,5.7
-19.28,167655,0,12,5.5
46632,153706,0,33,5.7
-11145,118388,0,33,6.1
-11085,118464,0,33,7.9
-10566,118386,0,33,6.1
-10192,117412,0,33,5.5
-11018,118728,0,33,5.6
-10803,119174,0,33,5.8
-10803,119142,0,33,5.8
-10926,119148,0,33,5.8
-10885,119229,0,33,5.8
16612,-86852,0,14,5.7
16.7,-86606,0,36,5.9
-10913,119053,0,33,5.8
-11099,118.24,0,33,6
-11108,119127,0,33,5.8
-11039,119135,0,33,6.1
35241,141115,0,42,5.5
-11186,119144,0,33,5.7
-29974,-177909,0,59,5.7
-10858,119221,0,33,5.6
-10734,119142,0,33,5.5
-11394,117664,0,33,5.7
-11298,118137,0,33,5.6
-10743,119268,0,33,6.1
-10443,119072,0,33,6.1
-10808,119284,0,33,5.5
-10057,118355,0,33,5.5
-10667,119301,0,33,5.7
-59426,-20508,0,33,7.1
152,123067,0,140,5.6
-8062,125.3,0,25,6.8
-8277,125047,0,33,5.5
-8289,125.1,0,33,5.5
-29062,-177148,0,44,5.5
-1081,146.23,0,33,5.5
17441,119869,0,12,6.2
33496,141207,0,33,5.6
-10976,119123,0,33,5.5
7335,-76298,0,33,6.4
73376,54581,1,0,5.7
-11739,117467,0,33,5.6
26408,126408,0,97,5.6
-11.04,119149,0,33,6
-13682,166706,0,33,6.5
51207,178388,0,34,6.4
33306,140661,0,17,5.6
51096,178265,0,31,6.4
51261,178402,0,33,5.5
51144,177954,0,8,6.6
51179,178249,0,41,5.5
50092,78961,1,0,5.9
3125,128009,0,62,5.5
-11127,118256,0,33,5.7
-10351,161.05,0,61,5.5
1589,126447,0,64,5.5
-6074,143085,0,33,5.6
-11102,119508,0,33,5.5
-1.6,127504,0,59,5.6
-11223,119356,0,33,5.5
13947,-91681,0,78,5.6
-6572,107088,0,105,5.9
-15389,-173214,0,33,5.6
-15397,-173295,0,33,5.6
35048,23029,0,33,6
-15454,-173289,0,33,6
-56.38,-25661,0,38,5.9
-11309,118053,0,33,5.5
11772,143127,0,33,6.1
30878,56.63,0,33,5.6
-56531,-25745,0,82,5.6
-13575,166747,0,73,5.5
-1984,126627,0,33,5.9
-16372,178026,0,22,5.5
-23.5,-175228,0,15,5.5
20033,-109154,0,33,5.7
51754,155208,0,231,5.6
-11206,118217,0,33,6
-5758,128828,0,309,5.5
-11298,117245,0,33,5.6
-60039,150585,0,33,5.7
-21517,-174.23,0,33,5.6
-11336,118021,0,33,5.5
-16041,-172925,0,33,5.5
-10078,117497,0,33,5.6
11573,121567,0,33,5.6
482,98733,0,13,5.5
40963,33411,0,33,5.8
-29011,-176894,0,56,5.7
-18.58,-177719,0,573,5.6
-11483,117383,0,33,5.5
-11191,117167,0,33,5.6
-9965,117327,0,33,5.7
-10081,117656,0,33,5.6
-9952,117319,0,33,6.3
-11265,119346,0,33,5.5
-9932,117318,0,33,5.6
-9845,117262,0,33,5.8
-10008,117158,0,33,5.7
-9916,117.29,0,33,5.8
-9893,117.38,0,33,5.7
-9998,117146,0,33,5.5
-9515,-74658,0,129,5.5
13328,124486,0,32,5.5
-9925,117.29,0,33,5.6
-9995,117.51,0,33,5.6
-25856,-175406,0,33,7.2
-11165,119379,0,33,5.6
-54515,144721,0,33,5.7
-15723,-173046,0,33,5.9
-15371,167411,0,125,5.7
-39752,-15941,0,33,5.5
47053,153908,0,33,5.6
-30058,-176853,0,20,5.7
-9733,117118,0,33,5.8
-9752,117155,0,33,5.5
-949,126892,0,70,5.6
-27914,173084,0,33,6.7
-20747,-173957,0,33,5.5
27794,54879,0,33,5.6
22608,121614,0,158,5.5
2429,128419,0,76,5.5
-10402,117667,0,33,5.7
-27952,-62972,0,614,6.1
-21486,170.3,0,89,5.6
-9693,117221,0,33,5.6
-15565,-177289,0,33,5.5
-15.55,-177395,0,41,5.7
51146,178327,0,33,5.6
49841,78174,1,0,5.5
50059,78907,1,0,5.6
-6392,154699,0,72,5.5
-6.22,146637,0,106,5.9
-10213,118729,0,33,5.7
-20418,-178572,0,600,5.6
-14871,166.95,0,103,5.6
-11437,118225,0,33,6.3
-10.08,-74761,0,48,5.5
51659,-175952,0,33,6.7
-10108,161,0,70,5.6
51544,-175546,0,33,5.6
192,123.28,0,33,5.5
-7153,156089,0,75,5.7
47391,154306,0,33,5.5
-55.96,-27857,0,127,5.6
-5987,104841,0,66,5.5
33637,139874,0,112,5.5
32693,88388,0,33,6.5
-4353,102022,0,33,5.9
-56.03,-27832,0,141,5.5
29269,-112.97,0,33,5.6
6.83,123576,0,601,5.8
-10231,161126,0,92,5.9
-6513,129442,0,33,5.6
-31028,-67767,0,13,7.4
-31178,-66957,0,33,6
-31247,-67738,0,20,5.6
-31021,-67.82,0,22,5.9
-31067,-67724,0,27,5.6
-31341,-67743,0,13,5.7
52195,-171546,0,53,5.5
-31556,-67695,0,33,5.5
-31511,-67634,0,33,5.8
-31471,-67628,0,33,6
-31615,-67573,0,23,6.3
-21894,-138959,1,0,6
-31304,-67631,0,33,5.7
-31467,-67876,0,33,5.7
-31068,-67666,0,33,5.5
-17956,-178.12,0,564,5.5
11.8,125472,0,33,5.7
46.42,153.28,0,33,6
-829,120.6,0,65,5.5
-20481,-178428,0,558,5.6
36.05,27761,0,85,5.6
-31681,-67754,0,36,5.5
-31354,-67431,0,16,5.8
-32032,-69084,0,86,5.5
49957,78931,1,0,5.9
-20611,-178422,0,550,5.5
-5026,145027,0,66,5.7
52929,159714,0,15,5.8
3511,95892,0,41,5.9
-23.89,-176077,0,56,6.2
-23915,-175.95,0,33,5.9
-30968,-67.7,0,32,5.6
-31059,-67706,0,35,5.6
-31168,-67718,0,19,5.9
-11221,118256,0,33,5.7
-24152,-175602,0,33,6.1
-7175,129341,0,141,5.6
-31187,-67639,0,39,5.6
9516,-69563,0,18,5.6
17359,-54848,0,33,6.4
-135,124094,0,56,5.7
-33793,58035,0,33,5.6
-21101,-179145,0,659,5.6
-4761,34913,0,33,5.6
36619,140989,0,46,5.6
52.21,-170025,0,40,5.5
39865,77334,0,33,5.8
30954,56473,0,31,5.8
48.59,153015,0,140,5.8
-7838,117685,0,33,5.6
25.51,143112,0,33,6.8
-31524,-67596,0,33,5.7
52929,159804,0,33,5.5
-958,126719,0,33,5.6
29553,127812,0,33,5.5
-34419,55297,0,33,5.7
39132,143162,0,19,5.9
39068,143047,0,41,6
2507,126825,0,36,5.5
16659,40278,0,33,6.6
-5.07,151767,0,68,5.9
40,15419,0,283,5.6
-15.3,-71.68,0,158,5.9
-38137,-71096,0,126,5.5
-25562,-70.97,0,24,5.6
-20825,-126913,0,33,5.5
18793,121895,0,33,6
46825,152.27,0,61,5.6
44689,149699,0,52,6
34809,139259,0,14,6.6
1674,126417,0,45,5.5
-30115,-177489,0,44,6.3
34797,138803,0,10,5.7
-30209,-177554,0,17,6.1
-30521,-177324,0,33,5.6
-31287,-67867,0,24,5.8
-9.79,159475,0,73,5.5
-34278,-70.19,0,132,5.7
-4.17,123363,0,51,5.8
44731,149718,0,56,5.9
-31695,-68876,0,19,5.7
-5.98,148874,0,98,5.7
-5339,151676,0,44,6.4
-5014,145032,0,68,5.5
-25924,-177301,0,102,6
-7155,129509,0,19,5.6
45972,149153,0,146,5.5
-4224,152808,0,20,5.7
-24846,-175426,0,39,5.6
-29.78,-177.22,0,39,5.7
-56124,-27401,0,132,5.5
45064,150246,0,33,5.5
-5531,151675,0,33,5.8
-56391,-26478,0,33,5.5
4.83,125658,0,186,5.7
-75,124084,0,81,5.9
12796,93016,0,33,5.5
12863,93.07,0,33,5.6
24146,122663,0,40,5.7
44425,149898,0,45,5.7
-30683,-177358,0,33,7.2
-30614,-177.38,0,33,5.5
-30653,-177544,0,33,6
-30074,-177332,0,33,6.2
25303,62399,0,33,5.5
-30414,-177119,0,33,6.6
5734,-32904,0,33,6.1
-30441,-177.46,0,33,5.7
-8665,124047,0,106,5.8
-4546,139311,0,33,5.6
5465,-77714,0,24,5.5
-3389,128695,0,33,5.5
-55.52,-125193,0,33,5.8
-28.57,-71021,0,55,5.7
-4649,102938,0,53,5.5
-3857,129007,0,90,5.8
-40106,-91199,0,33,5.6
38785,141949,0,60,6.1
-7.04,128901,0,33,5.6
-4946,125247,0,535,5.9
-4844,125412,0,510,6.3
-4995,125.23,0,531,5.6
14249,-91378,0,100,5.7
29.34,130535,0,60,5.9
-22698,-176207,0,85,5.6
-4.61,-12.37,0,10,5.5
-9662,117114,0,33,5.6
-26.62,-114564,0,33,5.9
-53795,140797,0,10,5.5
55073,164632,0,33,5.5
-15288,-173517,0,33,6.2
55098,164757,0,33,6.2
-21894,-174854,0,33,6.3
-4656,153101,0,78,6.2
-35523,-102586,0,33,5.7
-4926,151756,0,99,5.5
31962,137.61,0,442,6
32005,137609,0,439,6.9
-55627,-27721,0,33,5.5
-56446,-25589,0,33,5.5
-56428,-25486,0,33,5.9
-56622,-25533,0,33,5.7
-56505,-25.64,0,33,5.8
-56706,-25388,0,33,5.7
-11136,119075,0,33,5.5
1753,126014,0,63,5.7
-10858,119111,0,33,5.5
38104,16031,0,33,5.6
-30677,-178137,0,37,5.5
6138,126885,0,82,5.5
24072,122638,0,43,5.5
26.42,140563,0,263,6.1
29926,66302,0,33,5.9
52295,-168622,0,49,5.5
-22889,-175358,0,33,5.7
-38201,-93766,0,33,5.6
17026,-99735,0,36,6.4
36049,139681,0,66,5.7
831,-29817,0,33,5.7
766,-29693,0,33,5.8
44026,149002,0,33,6.7
44065,149016,0,33,5.6
44.14,149029,0,33,6.6
44209,148971,0,46,6.8
44021,148819,0,54,5.6
44216,149.27,0,33,5.6
43855,148939,0,33,6.4
44196,148731,0,50,5.8
44288,149126,0,33,5.9
44932,148439,0,33,7.5
43922,149144,0,33,5.5
44376,149.58,0,50,6
52.01,-169465,0,23,5.8
44318,149064,0,48,5.9
44343,149737,0,33,6.8
-24784,-179903,0,475,5.5
29801,-67.4,0,20,6.1
44244,148862,0,33,7.6
43653,148587,0,44,5.6
43857,148803,0,33,5.5
42839,78606,0,33,7.1
44109,148952,0,45,5.6
44079,148949,0,45,5.7
-21.03,-178836,0,595,5.7
43773,148451,0,47,5.6
-101,125184,0,33,5.5
49734,78074,1,0,5.5
53515,162991,0,34,5.5
-20476,-177971,0,550,5.5
-8583,125103,0,69,5.9
48764,154918,0,53,5.8
44077,149482,0,33,5.5
-19643,169119,0,94,5.9
27.92,141783,0,22,5.5
-21.76,-174011,0,33,5.7
-4852,133918,0,33,6.2
33033,82285,0,27,6
6783,123783,0,43,5.6
-31.18,-67597,0,10,5.5
10035,-77954,0,35,6.1
35212,141031,0,31,5.9
44411,149342,0,50,5.8
22728,121123,0,25,5.7
-11.36,116685,0,33,6.7
-9461,148943,0,13,5.9
53535,-163731,0,33,5.6
-19485,-173758,0,33,5.6
56423,-152691,0,14,6.6
3311,127.76,0,98,5.5
43269,20919,0,33,5.7
-16.47,-73514,0,50,5.5
38391,15066,0,14,5.7
-25.21,178407,0,566,5.6
44191,149166,0,33,5.5
5142,127.41,0,128,6
-3788,128.44,0,140,5.5
46777,151899,0,96,5.5
36.62,71274,0,227,5.9
-21267,-174383,0,33,5.8
4718,124593,0,43,5.9
-2814,138956,0,45,5.5
-5854,103969,0,50,5.8
-9849,160.45,0,46,6.2
24656,122715,0,18,5.8
-19.25,-177498,0,578,5.5
-9303,124906,0,53,5.5
-58281,-25786,0,73,5.8
3573,127246,0,43,5.7
-10242,117023,0,35,5.5
29841,66208,0,33,5.7
37319,141784,0,40,5.5
51667,-176.1,0,59,5.9
36642,-2543,0,26,5.6
13915,-92199,0,59,5.5
-14521,167319,0,160,6.7
-56769,-25524,0,33,5.9
-20934,169672,0,95,5.6
40985,141261,0,32,5.7
41001,141259,0,23,5.8
-37418,51412,0,33,5.5
-10233,-78.52,0,50,5.6
-30.76,-177988,0,43,5.5
-31597,-178111,0,33,5.5
43.44,139032,0,31,5.6
-54847,889,0,33,5.8
-758,127371,0,41,5.9
31055,130134,0,161,6.3
-53152,-118348,0,33,5.5
42736,144698,0,78,5.6
-52905,-118547,0,33,5.5
40759,23268,0,10,5.7
51232,-179213,0,25,6.7
-0.09,125238,0,54,5.5
-20859,168593,0,33,5.5
41963,46546,0,38,5.6
24274,142661,0,33,6.8
24228,142824,0,33,5.9
-1837,139117,0,15,5.6
-44855,-79413,0,33,6
-6481,154631,0,43,5.6
11.05,57327,0,33,5.5
-81,151159,0,33,5.7
