WebPage,degree_centrality,WebPage,betweenness_centrality,WebPage,closeness_centrality
https://iibf.deu.edu.tr/idari-birimler/fakulte-dis-iliskiler-koordinatorlugu/,0.041623309053069726,https://iibf.deu.edu.tr/idari-birimler/teknik-hizmetler/,0.00919826743117915,https://covid19.deu.edu.tr/news/automatic-detection-of-emotional-changes-induced-by-social-support-loss-using-fmri/,0.3519664831917142
http://tucrin.deu.edu.tr/index.php/kalite-yoenetimi,0.041623309053069726,https://ilahiyat.deu.edu.tr/tr/felsefe-ve-din-bilimleri-bolumu/,0.008944529698008337,http://yid.deu.edu.tr/hakkimizda/,0.35142924695483196
https://mezun.deu.edu.tr/mezun-bilgi-formu/,0.04110301768990635,https://hukuk.deu.edu.tr/dekan-mesaji/,0.008849821557407987,https://denizcilik.deu.edu.tr/ders-programi/,0.35104650980937907
https://iibf.deu.edu.tr/idari-birimler/ogrenci-isleri-birimi/,0.040062434963579606,https://covid19.deu.edu.tr/news/automatic-detection-of-emotional-changes-induced-by-social-support-loss-using-fmri/,0.00884677886201944,https://denizcilik.deu.edu.tr/event/denize-tekne-atma-cekme-uygulamalari/,0.3505120762363766
http://kariyer.deu.edu.tr/tr/,0.03954214360041624,http://dehis.deu.edu.tr/kalite/merkezlab_soru.php,0.00864847369315744,https://veteriner.deu.edu.tr/bolumler/gida-hijyeni-ve-teknolojisi/,0.35013133315986517
https://hukuk.deu.edu.tr/,0.03954214360041624,http://dehis.deu.edu.tr/arpaboyu-dergisi,0.00864847369315744,https://uby.deu.edu.tr/mezun-bilgi-formu/,0.34997926743428004
https://hukuk.deu.edu.tr/ogrenci-isleri/yuksek-lisans/,0.03954214360041624,http://international.deu.edu.tr/,0.008502548090324566,https://iibf.deu.edu.tr/akademik-birimler/ekonometri/,0.3495996803763253
https://international.deu.edu.tr/farabi-anlasmalari/,0.039021852237252866,http://fen.deu.edu.tr/tr/bilgi-islem/,0.008099572943767295,http://imid.deu.edu.tr/tr/idari-mali-isler-proseduru/,0.3495238617512166
http://ogrenci.deu.edu.tr/index.php?option=com_content&view=article&id=144&Itemid=133&lang=tr,0.03850156087408949,https://hukuk.deu.edu.tr/duyurular/mazeret-dilekceleri-hakkinda-onemli-duyuru-2/,0.008047907936036108,https://iibf.deu.edu.tr/idari-birimler/ogrenci-isleri-birimi/,0.3492209158255383
https://uby.deu.edu.tr/diploma-islemleri/,0.03850156087408949,https://www.deu.edu.tr/duyurular/bcky/,0.008033321849806931,https://efesmyo.deu.edu.tr/tr/anasayfa/,0.34891849459512003
https://international.deu.edu.tr/ogrenci-vizesi/,0.03798126951092612,https://mezun.deu.edu.tr/mezun-bilgi-formu/,0.007703051750763442,https://iibf.deu.edu.tr/akademik-birimler/calisma-ekonomisi-ve-endustri-iliskileri/,0.34771402945735913
https://isletme.deu.edu.tr/tr/misyonumuz-vizyonumuz-ve-degerlerimiz/,0.03798126951092612,https://uby.deu.edu.tr/turizm-isletmeciligi-ve-otelcilik/,0.0076705092248658,http://deyos.deu.edu.tr/residence-permit-application/,0.34704016505918595
http://international.deu.edu.tr/,0.03746097814776275,https://hukuk.deu.edu.tr/duyurular/espor-okuryazarligi-egitim-programi/,0.0076556498280054746,https://international.deu.edu.tr/,0.3468161236356487
http://kariyer.deu.edu.tr/,0.03694068678459938,https://iibf.deu.edu.tr/fakulte-hakkinda/ogrenci-temsilciligi/,0.007578667571613055,http://webb.deu.edu.tr/bologna/,0.3464433633995828
http://www.arkem.deu.edu.tr/,0.03694068678459938,http://webb.deu.edu.tr/bologna/,0.007568781001340829,https://mezun.deu.edu.tr/mezun-bilgi-formu/,0.34584861084439045
http://konservatuvar.deu.edu.tr/,0.036420395421436005,http://www.fbe.deu.edu.tr/Homepage.aspx,0.007551793067182268,http://ogrencitopluluklari.deu.edu.tr/,0.3456261047683593
https://denizcilik.deu.edu.tr/fakulte-kalite-ve-akreditasyon-ile-birim-stratejik-plan-komisyonu/,0.036420395421436005,http://www.fbe.deu.edu.tr/,0.007245702776114733,http://ogrenci.deu.edu.tr/index.php?option=com_content&view=article&id=86&Itemid=208&lang=tr,0.34510803566056947
https://hukuk.deu.edu.tr/akademik/akademik-kadro/,0.03590010405827264,https://turizm.deu.edu.tr/tr/courses/,0.007138990063550941,http://www.arkem.deu.edu.tr/,0.34503415254439296
http://yid.deu.edu.tr/hakkimizda/,0.03590010405827264,https://isletme.deu.edu.tr/tr/misyonumuz-vizyonumuz-ve-degerlerimiz/,0.00700103866696354,http://webb.deu.edu.tr/shmyo/,0.3448126928829396
http://bimer.deu.edu.tr/,0.035379812695109265,https://iibf.deu.edu.tr/akademik-birimler/ekonometri/,0.0069448965273601485,https://fen.deu.edu.tr/duyurular/2021bd-web-kayit-duyurusu/,0.3445178551806027
https://denizcilik.deu.edu.tr/event/denize-tekne-atma-cekme-uygulamalari/,0.035379812695109265,https://adaletmyo.deu.edu.tr/tr/misyonvizyon/,0.006848233777878236,https://webmail.deu.edu.tr/ogrmail/src/login.php,0.3444442245212352
http://biyoloji.deu.edu.tr/tr/,0.035379812695109265,https://iibf.deu.edu.tr/idari-birimler/fakulte-dis-iliskiler-koordinatorlugu/,0.00680077271596624,https://denizcilik.deu.edu.tr/fakulte-kalite-ve-akreditasyon-ile-birim-stratejik-plan-komisyonu/,0.3443706253279614
https://ilahiyat.deu.edu.tr/tr/ilahiyat-fakultesi-ilahiyat-bolumu/,0.035379812695109265,http://bergamamyo.deu.edu.tr/,0.006798969783953726,https://www.deu.edu.tr/DEUWeb/Icerik/Icerik.php?KOD=19081,0.34400310064778217
https://efesmyo.deu.edu.tr/tr/anasayfa/,0.035379812695109265,https://efesmyo.deu.edu.tr/duyurular/2020-2021-bahar-donemi-final-ve-butunleme-sinav-tarihlerini-gormek-icin-tiklayiniz/,0.006781367937800653,http://www.deu.edu.tr/mezun/,0.3438563103338723
http://imid.deu.edu.tr/tr/idari-mali-isler-proseduru/,0.03485952133194589,https://iibf.deu.edu.tr/idari-birimler/ogrenci-isleri-birimi/,0.006773058902050108,http://international.deu.edu.tr/,0.3435631052088807
https://iibf.deu.edu.tr/fakulte-hakkinda/ogrenci-temsilciligi/,0.03485952133194589,https://hukuk.deu.edu.tr/,0.0067327176600871196,https://ebelge.deu.edu.tr/elektronik-imza-basvuru-sureci/#respond,0.343270399687936
http://strateji.deu.edu.tr/stratejik-planlar/,0.03433922996878252,https://hukuk.deu.edu.tr/ogrenci-isleri/yuksek-lisans/,0.0067327176600871196,https://efesmyo.deu.edu.tr/tr/tarihcemiz/,0.3431973012212222
https://www.deu.edu.tr/duyurular/improving-nursing-education-and-practice-in-covid-19-pandemic-process/,0.03433922996878252,https://denizcilik.deu.edu.tr/denizcilik-egitimi-anabilim-dali-akademik-personeli/,0.006582263987170362,https://efesmyo.deu.edu.tr/tr/yuksekokul-kurulu/,0.3431973012212222
http://bap.deu.edu.tr/tr/,0.03433922996878252,http://international.deu.edu.tr/?page_id=2717,0.0064755676321318345,http://international.deu.edu.tr/?page_id=2717,0.3429052184116722
http://webb.deu.edu.tr/bologna/,0.03433922996878252,https://veteriner.deu.edu.tr/bolumler/gida-hijyeni-ve-teknolojisi/,0.00643475759809962,http://bimer.deu.edu.tr/,0.3429052184116722
https://covid19.deu.edu.tr/deude-uzaktan-ogretim-faaliyetleri/ogrenci-isleri-daire-baskanligindan/#1605523135653-a548549b-57c1,0.03433922996878252,https://www.deu.edu.tr/dokuz-eylul-universitesi-hizli-gecis-sistemi-de-hgs/,0.006356600326036265,http://gensek.deu.edu.tr/yoneticiler/,0.3425408132911497
https://iibf.deu.edu.tr/akademik-birimler/calisma-ekonomisi-ve-endustri-iliskileri/,0.03381893860561915,https://www.deu.edu.tr/akademiktr/index.php,0.006346062253000335,https://international.deu.edu.tr/ogrenci-vizesi/,0.34239526801250464
http://fen.deu.edu.tr/tr/,0.03329864724245578,https://efesmyo.deu.edu.tr/tr/70-2/,0.006293170482261835,https://www.deu.edu.tr/uygulama-ve-arastirma-merkez-yonetmelikleri/,0.3423225417448724
https://sks.deu.edu.tr/duyurular/ii-cevre-gunleri-logo-ve-fotograf-yarismasi/,0.03329864724245578,https://international.deu.edu.tr/mevlana/mevlana-program-tanitimi/,0.006203576052827528,https://webmail7.deu.edu.tr/,0.34224984636544054
https://efesmyo.deu.edu.tr/tr/degisim-programlari/,0.03329864724245578,https://hukuk.deu.edu.tr/akademik/akademik-kadro/,0.0061463527335262535,https://iibf.deu.edu.tr/fakulte-hakkinda/ogrenci-temsilciligi/,0.3419593733364862
https://covid19.deu.edu.tr/news/automatic-detection-of-emotional-changes-induced-by-social-support-loss-using-fmri/,0.03329864724245578,http://adaletmyo.deu.edu.tr/tr/,0.0060345699699097515,http://kalite.deu.edu.tr/hakkimizda/birim-kalite-komisyonlari-merkezler/,0.34188683210327947
http://sbe.deu.edu.tr/basvurular/,0.032778355879292405,http://tucrin.deu.edu.tr/,0.00593926633987523,http://gensek.deu.edu.tr/2012-ekim-donemi-kurum-idari-kurulu-toplantisi/,0.34166939294781845
https://denizcilik.deu.edu.tr/ders-programi/,0.032778355879292405,http://torbali.deu.edu.tr/?page_id=225&lang=tr,0.005820945871544006,https://iibf.deu.edu.tr/fakulte-hakkinda/ogrenci-klupleri/,0.34137990394722717
