Name,Director,IMDB Rating,Number Of Votes,Genres,Year
Mezuniyet,Doga Can Anafarta,7.3,90,"
Drama            ",(2009)
Mülteci,Reis Çelik,5.7,90,"
Drama            ",(2007)
Ögretmen Zeynep,Ümit Efekan,5.0,90,"
Drama            ",(1989)
Alamancinin karisi,Orhan Elmas,4.6,90,"
Drama            ",(1987)
Bana derler fosforlu,Ertem Göreç,5.7,90,"
Drama, Romance            ",(1969)
Ask Ölümden Soguktur,Canan Gerede,6.6,90,"
Drama            ",(1994)
Sîyabend û Xecê,Sahin Gök,4.6,90,"
Drama, Romance            ",(1991)
Gizli duygular,Serif Gören,6.4,89,"
Drama, Romance            ",(1984)
Yolda - Rüzgar geri getirirse,Erden Kiral,7.7,89,"
Drama            ",(2005)
Çiplak,Ali Özgentürk,6.9,89,"
Drama            ",(1991)
Av Zamani,Erden Kiral,7.5,89,"
Drama            ",(1988)
Murtaza,Özgür Sevimli,6.5,88,"
Drama            ",(2017)
Marti,Erkan Tunç,7.2,88,"
Drama            ",(2017)
Görünmeyen,Ali Özgentürk,6.7,88,"
Drama            ",(2011)
Sen türkülerini söyle,Serif Gören,7.0,88,"
Drama            ",(1986)
Soför Nebahat,Metin Erksan,5.9,88,"
Comedy, Drama, Romance            ",(1960)
Severek Ayrilalim,Orhan Aksoy,5.4,88,"
Drama, Romance            ",(1971)
Özür Dilerim,Cemil Agacikoglu,6.0,87,"
Drama            ",(2013)
Ask dedigin laf degildir,Safa Önal,7.4,87,"
Drama            ",(1976)
Avare,Semih Evin,7.5,87,"
Drama            ",(1964)
Aysecik,Memduh Ün,5.3,87,"
Drama, Family            ",(1960)
Hinç,Natuk Baytan,6.9,86,"
Action, Drama            ",(1976)
Adini anmayacagim,Orhan Elmas,5.3,86,"
Drama, Romance            ",(1971)
Imdat ile Zarife,Nesli Çölgeçen,6.0,86,"
Comedy, Drama            ",(1990)
Egreti Gelin Ladik,Deniz Guvenc,7.9,85,"
Drama            ",(2018)
Feryat,Orhan Elmas,6.5,85,"
Drama            ",(1973)
Sarmasik gülleri,Nejat Saydam,6.8,85,"
Drama, Romance            ",(1968)
Baskin,Atif Yilmaz,4.9,85,"
Adventure, Crime, Drama            ",(1977)
Üç tekerlekli bisiklet,Lütfi Akad,7.6,85,"
Drama            ",(1962)
Cemil dönüyor,Melih Gülgen,6.4,85,"
Adventure, Drama            ",(1977)
Dilan,Erden Kiral,7.8,85,"
Drama            ",(1987)
Benim ve roz'un sonbahari,Handan Öztürk,5.7,84,"
Drama            ",(2009)
Hayatin Tuzu,Murat Düzgünoglu,5.7,84,"
Drama            ",(2009)
Deli Kan,Atif Yilmaz,7.6,84,"
Drama            ",(1981)
Kirik plak,Osman F. Seden,7.6,84,"
Drama, Romance            ",(1959)
Askin kanunu,Süreyya Duru,6.8,84,"
Drama, Romance            ",(1971)
Siralardaki heyecan,Orhan Aksoy,5.7,84,"
Drama, Romance            ",(1976)
Utanç,Atif Yilmaz,7.0,84,"
Drama            ",(1972)
Çirak,Emre Konuk,6.3,83,"
Drama            ",(2016)
Yengeç oyunu,Ali Özgentürk,4.3,83,"
Drama            ",(2009)
Kaçak,Memduh Ün,4.6,83,"
Adventure, Drama            ",(1983)
Sürtük,Ertem Egilmez,6.6,83,"
Drama, Romance            ",(1965)
Gunesli bataklik,Süreyya Duru,7.8,83,"
Drama            ",(1978)
Kavga,Cüneyt Arkin,5.8,83,"
Action, Crime, Drama            ",(1986)
Çesme,Temel Gürsu,6.8,82,"
Adventure, Drama, Romance            ",(1977)
Hicran sokagi,Safa Önal,2.9,82,"
Drama, Romance            ",(2007)
Yalan,Ibrahim Tatlises,4.2,82,"
Drama, Romance            ",(1982)
Bütün anneler melektir,Orhan Aksoy,5.5,82,"
Family, Drama            ",(1971)
Büyük yemin,Memduh Ün,6.1,82,"
Drama            ",(1969)
Hayatim sana feda,Muzaffer Aslan,5.7,82,"
Drama, Romance            ",(1970)
Demiryol,Yavuz Özkan,7.6,81,"
Drama            ",(1979)
Öyle sevdim ki seni,Orhan Tekeoglu,5.4,81,"
Drama            ",(2013)
Seninki kaç para?,Hakki Görgülü,4.2,81,"
Comedy, Drama, Fantasy            ",(2012)
Alisan,Serif Gören,4.7,81,"
Drama, Music            ",(1982)
Küçük hanimefendi,Nejat Saydam,5.8,81,"
Comedy, Drama, Romance            ",(1961)
Kördügüm,Tolgay Ziyal,7.5,81,"
Drama, Romance            ",(1977)
Çirkin dünya,Osman F. Seden,6.3,81,"
Crime, Drama, Thriller            ",(1974)
Azap,Türkan Soray,6.8,81,"
Drama, Romance            ",(1973)
Önce vatan,Duygu Sagiroglu,5.9,81,"
Drama, War            ",(1974)
Sarikamis Cocuklari,Mutlu Karadogan,7.1,80,"
Drama, History            ",(2017)
Alpago: Alpaslanin fedaisi,Nejat Saydam,5.5,80,"
Adventure, Drama, Romance            ",(1967)
Bir millet uyaniyor,Muhsin Ertugrul,6.8,80,"
Drama, War            ",(1932)
Agliyorum,Muzaffer Aslan,7.2,80,"
Drama, Romance            ",(1973)
Anne ya da Leyla,Mesut Uçakan,4.0,79,"
Drama            ",(2006)
Çizme,Ismail Günes,6.6,79,"
Drama            ",(1993)
Yeryüzünde bir melek,Orhan Aksoy,5.8,79,"
Drama, Romance            ",(1973)
Yolcu,Basar Sabuncu,6.9,79,"
Drama            ",(1993)
Le Ricain,Sohban Kologlu,7.2,79,"
Action, Crime, Drama            ",(1975)
Cracking Nuts,Tolgay Hiçyilmaz,7.3,78,"
Drama            ",(2018)
Wish to Wash with Rain,Gülten Taranç,5.0,78,"
Drama            ",(2016)
Hile yolu,Ersin Kana,5.8,78,"
Drama            ",(2013)
Feryada gücüm yok,Serif Gören,4.6,78,"
Drama, Musical            ",(1981)
Aci dünya,Ümit Efekan,6.6,78,"
Drama            ",(1986)
Gelincik,Serif Gören,4.8,78,"
Adventure, Drama            ",(1978)
Kuma,Atif Yilmaz,6.8,78,"
Drama            ",(1974)
Siyah karga,M. Tayfur Aydin,5.0,77,"
Drama            ",(2016)
Affet sevgilim,Nuri Ergün,7.2,77,"
Drama, Romance            ",(1966)
Vurun kahpeye,Orhan Aksoy,6.5,77,"
Drama, War            ",(1964)
Kalbimin efendisi,Ertem Egilmez,6.2,77,"
Drama, Romance            ",(1970)
Herseye Ragmen,Orhan Oguz,7.2,77,"
Drama            ",(1988)
Noah Land,Cenk Ertürk,9.0,76,"
Drama            ",(2019)
Tas,Orhan Eskiköy,4.9,76,"
Drama, Mystery            ",(2017)
Dolanma,Tunç Davut,3.5,76,"
Drama            ",(2015)
Yanasma,Duygu Sagiroglu,6.7,76,"
Drama            ",(1973)
Sevdam Gozlerinde Kaldi,Ahmet Yenilmez,5.9,75,"
Drama            ",(2016)
Sezercik küçük mücahit,Ertem Göreç,4.1,75,"
Drama, War            ",(1974)
Hayde bre,Orhan Oguz,5.1,75,"
Drama            ",(2010)
Yankee Go Home,Sinan Çetin,4.0,75,"
Comedy, Drama            ",(2009)
Buzlar çözülmeden,Nejat Saydam,5.8,75,"
Comedy, Drama            ",(1965)
Nefret,Osman F. Seden,5.6,75,"
Drama            ",(1984)
Babam askerde,Handan Ipekçi,7.0,75,"
Drama            ",(1995)
Biri ve Digerleri,Tunç Basaran,7.3,75,"
Drama            ",(1988)
Göçebe,Emir Mavitan,6.3,74,"
Drama            ",(2017)
Ceza,Mehmet Dinler,6.5,74,"
Adventure, Drama            ",(1974)
PesPese,Ertan Velimatti Alagoz,5.4,74,"
Drama, Family, Romance            ",(2010)
Tesekkür Ederim Büyükanne,Osman F. Seden,5.8,74,"
Comedy, Drama            ",(1975)
Kader,Süreyya Duru,7.2,74,"
Drama, Romance            ",(1968)
Acemi dolandiricilar,Yücel Uçanoglu,6.0,74,"
Comedy, Crime, Drama            ",(1979)
Harakiri,Ertem Göreç,3.6,74,"
Drama            ",(1975)
Ölü bir deniz,Atif Yilmaz,6.7,74,"
Drama, Romance            ",(1989)
Havar,Mehmet Güleryüz,4.5,73,"
Drama            ",(2009)
Gülüm benim,Ibrahim Tatlises,3.7,73,"
Drama            ",(1987)
Analar ölmez,Ertem Göreç,4.2,73,"
Drama            ",(1976)
Kötü tohum,Nevzat Pesen,7.2,73,"
Crime, Drama, Thriller            ",(1963)
Halici kiz,Muhsin Ertugrul,7.2,73,"
Drama            ",(1953)
Agaçlar ayakta ölür,Memduh Ün,7.6,73,"
Drama            ",(1964)
Yaprak dökümü,Memduh Ün,6.9,73,"
Drama            ",(1967)
Bitmeyen Yol,Duygu Sagiroglu,7.2,73,"
Drama            ",(1965)
Ben dogarken ölmüsüm,Yücel Çakmakli,6.0,72,"
Drama            ",(1973)
Ayrilik,Türker Inanoglu,7.0,72,"
Drama, Romance            ",(1972)
Afacan harika çocuk,Ülkü Erakalin,4.6,72,"
Drama, Family            ",(1973)
Buruk aci,Nejat Saydam,6.1,72,"
Drama, Romance            ",(1969)
Yalniz Hayaller Kaldi,Mehmet Ali Arslan,9.1,71,"
Drama            ",(2018)
Mavi sessizlik,Bülent Öztürk,5.3,71,"
Drama            ",(2017)
Suda Balik,Tülay Kocatürk,6.8,71,"
Drama, Romance, Sport            ",(2016)
Günahkar kadin,Ülkü Erakalin,7.1,71,"
Romance, Drama            ",(1966)
Vatan ve Namik Kemal,Duygu Sagiroglu,6.4,71,"
Drama, War            ",(1969)
Yola Çikmak,Evren Erdem,3.8,70,"
Drama            ",(2015)
Yürek yarasi,Orhan Elmas,7.4,70,"
Drama, Romance            ",(1983)
Afacan küçük serseri,Ülkü Erakalin,5.2,70,"
Drama            ",(1972)
Bir günün hikayesi,Sinan Çetin,6.6,70,"
Drama            ",(1980)
Hemsire,Dilek Çolak,7.4,69,"
Drama            ",(2018)
Kanli Postal,Muhammet A.B. Arslan,6.7,69,"
Drama            ",(2015)
Meddah,Batur Emin Akyel,6.1,69,"
Drama            ",(2014)
Allah allah,Ibrahim Tatlises,3.8,69,"
Drama, Music, Romance            ",(1987)
Paramparça,Halit Refig,5.0,69,"
Action, Drama, Romance            ",(1985)
Aile Kadini,Kartal Tibet,5.3,69,"
Drama            ",(1983)
Sevgili babam,Aram Gülyüz,5.4,69,"
Drama            ",(1969)
Sefiller,Zafer Davutoglu,7.0,69,"
Drama            ",(1967)
Yumurcagin tatli rüyalari,Türker Inanoglu,4.9,69,"
Adventure, Drama, Family            ",(1971)
Suçlu,Mehmet Dinler,7.4,69,"
Drama            ",(1972)
Metres,Orhan Elmas,6.7,69,"
Drama, Romance            ",(1983)
Agustos böcekleri ve karincalar,Erhan Tuncer,6.0,68,"
Drama            ",(2016)
Kader baglayinca,Remzi Jöntürk,7.4,68,"
Drama, Romance            ",(1970)
Sevinç gözyaslari,Osman F. Seden,7.4,68,"
Drama, Romance            ",(1965)
Omfavn mig måne,Elisabeth Rygaard,5.7,68,"
Drama            ",(2002)
Aska tövbe,Türker Inanoglu,7.2,68,"
Drama, Romance            ",(1968)
Üçüncü göz,Orhan Oguz,7.2,68,"
Drama, Fantasy            ",(1988)
Kupa kizi,Basar Sabuncu,5.9,68,"
Drama            ",(1986)
Çile,Remzi Jöntürk,4.0,68,"
Drama, Romance            ",(1980)
Zambaklar acarken,Nejat Saydam,6.3,68,"
Drama, Romance            ",(1973)
Bir Dag Masali,Turgut Demirag,6.1,68,"
Drama, Romance            ",(1967)
Öyle ya da Böyle,Alper Kaya,5.1,67,"
Comedy, Drama            ",(2015)
7 avlu,Semir Aslanyürek,5.6,67,"
Comedy, Drama            ",(2009)
Yanlis zaman yolculari,Aren Perdeci,5.1,67,"
Drama            ",(2007)
Istanbul sokaklarinda,Kemal Kan,7.5,67,"
Drama            ",(1964)
Arka sokaklar,Ülkü Erakalin,7.5,67,"
Drama            ",(1963)
Asklarin en güzeli,Osman F. Seden,5.5,67,"
Drama, Romance            ",(1982)
Paranin esiri,Orhan Elmas,3.7,67,"
Crime, Drama            ",(1985)
Bilincsizler,Furkan Kopuz,7.3,66,"
Drama, Mystery            ",(2015)
Afrodit,Aram Gülyüz,3.2,66,"
Drama            ",(1987)
Gözleri ömre bedel,Ülkü Erakalin,5.7,66,"
Romance, Drama            ",(1964)
Kardesler,Ömür Atay,6.4,65,"
Drama            ",(2018)
Mor Ufuklar,Olgun Özdemir,7.9,65,"
Drama            ",(2017)
Kars Öyküleri,Emre Akay,6.0,65,"
Drama            ",(2010)
Sarhos,Ibrahim Tatlises,4.3,65,"
Drama            ",(1986)
Lekeli melek,Mehmet Bozkus,7.4,65,"
Drama, Romance            ",(1969)
Akasyalar açarken,Memduh Ün,7.2,65,"
Drama, Romance            ",(1962)
Prangasiz mahkumlar,Orhon M. Ariburnu,7.1,65,"
Drama, Romance            ",(1964)
Iki basli dev,Orhan Oguz,5.6,65,"
Drama            ",(1990)
82 dagen in april,Bart Van den Bempt,5.9,64,"
Drama, Family            ",(2013)
Tutku,Feyzi Tuna,5.7,64,"
Drama            ",(1984)
Benim De Kalbim Var,Türker Inanoglu,7.2,64,"
Drama, Romance            ",(1968)
Tuzak,Atif Yilmaz,5.5,64,"
Adventure, Drama            ",(1976)
Alageyik,Atif Yilmaz,6.6,64,"
Adventure, Romance, Drama            ",(1958)
Içimde Akan Nehir,Erhan Güleryüz,6.3,63,"
Drama            ",(I) (2015)
Bekle dedim gölgeye,Atif Yilmaz,7.7,63,"
Drama            ",(1991)
Bir kirik bebek,Nisan Akman,5.5,63,"
Drama            ",(1987)
Arkadasimin aski,Türker Inanoglu,7.4,63,"
Drama, Romance            ",(1968)
Günah,Ibrahim Tatlises,3.9,63,"
Drama, Romance            ",(1983)
Asktan da üstün,Atif Yilmaz,7.3,63,"
Drama, Romance            ",(1970)
Ayrilik kolay degil,Temel Gürsu,3.7,63,"
Drama, Romance            ",(1980)
Beyaz güller,Süreyya Duru,7.5,63,"
Drama, Romance            ",(1970)
Kader böyle istedi,Lütfi Akad,7.3,63,"
Drama, Romance            ",(1968)
Aysecik - Bos Besik,Hulki Saner,4.2,63,"
Drama            ",(1965)
Gönülden yaralilar,Memduh Ün,6.2,63,"
Crime, Drama, Romance            ",(1973)
Sevgili Komsum,A. Taner Elhan,4.9,62,"
Comedy, Drama            ",(2018)
Adi ask bu eziyetin,Suat Oktay Senocak,7.0,62,"
Drama            ",(2010)
Nikah masasi,Temel Gürsu,4.9,62,"
Drama, Romance            ",(1982)
Son mektup,Türker Inanoglu,7.5,62,"
Drama, Romance            ",(1969)
Askim günahimdir,Ertem Göreç,7.4,62,"
Drama, Romance            ",(1968)
Prangali Sehzade,Türker Inanoglu,7.3,62,"
Drama, Romance            ",(1965)
Seni seviyorum,Atif Yilmaz,6.4,62,"
Drama, Romance            ",(1983)
Göl zamani,Cafer Özgül,5.9,61,"
Drama            ",(2013)
Insan sevince,Osman F. Seden,7.3,61,"
Drama, Romance            ",(1979)
Afacan,Safa Önal,5.0,61,"
Drama            ",(1970)
Bahçevan,Nejat Saydam,5.5,61,"
Comedy, Drama, Romance            ",(1963)
Zulüm,Atif Yilmaz,6.5,61,"
Drama, Romance            ",(1972)
Sana dönmeyecegim,Mehmet Dinler,5.3,61,"
Drama, Romance            ",(1969)
Kusçu,Vural Pakel,5.4,61,"
Drama            ",(1973)
içerdekiler,Hüseyin Karabey,7.0,60,"
Drama            ",(2018)
Umut apartmani,Ümit Cihan Canpolat,6.7,60,"
Drama, Family            ",(2015)
Ayaz,Hakan Kursun,3.3,60,"
Action, Drama, Thriller            ",(2012)
Durdurun dünyayi,Osman F. Seden,6.9,60,"
Drama, Romance            ",(1980)
Silahli pasazade,Türker Inanoglu,7.4,60,"
Drama            ",(1967)
Tamirci parçasi,Türker Inanoglu,7.6,60,"
Drama, Romance            ",(1965)
Crude,Paxton Winters,5.8,60,"
Comedy, Crime, Drama            ",(2003)
Kaderin cilvesi,Türker Inanoglu,7.3,60,"
Drama, Romance            ",(1966)
Seninle son defa,Feyzi Tuna,7.8,60,"
Drama            ",(1978)
Dokuzuncu hariciye kogusu,Nejat Saydam,7.0,60,"
Drama, Romance            ",(1967)
Misafir,Mehmet Eryilmaz,4.5,59,"
Drama, Family, Mystery            ",(2015)
Ana ocagi,Osman F. Seden,5.8,59,"
Drama, Romance            ",(1977)
Bu ikiliye dikkat,Sahin Gök,3.7,59,"
Action, Adventure, Drama            ",(1985)
Sari tebessüm,Seçkin Yasar,5.4,59,"
Drama            ",(1993)
Sen De Mi Leyla,Osman F. Seden,5.9,59,"
Drama, Romance            ",(1982)
Ezo Gelin,Orhan Elmas,6.9,59,"
Drama, Romance            ",(1968)
Beyoglu piliçleri,Türker Inanoglu,7.4,59,"
Crime, Drama, Romance            ",(1963)
Karanlik dünya,Metin Erksan,7.2,59,"
Biography, Drama            ",(1952)
Sultan,Yildiz Hülya Bilban,4.6,58,"
Drama, Romance            ",(2012)
Fikret bey,Selma Köksal,5.2,58,"
Drama            ",(2007)
Es deli rüzgar,Kaya Ererez,3.6,58,"
Drama            ",(1988)
Hasret sancisi,Osman F. Seden,6.1,58,"
Adventure, Drama, Romance            ",(1982)
Aci tesadüf,Türker Inanoglu,7.4,58,"
Drama, Romance            ",(1966)
Uçurumdaki kadin,Aydin Arakon,7.5,58,"
Drama, Romance            ",(1964)
Yalniz adam,Natuk Baytan,5.7,58,"
Action, Adventure, Drama            ",(1974)
Lyckliga vi...,Tuncel Kurtiz,7.3,58,"
Drama            ",(1980)
Garip Bir Koleksiyoncu,Nurettin Özel,7.5,57,"
Drama            ",(1991)
Çark,Muzaffer Hiçdurmaz,7.4,57,"
Drama            ",(1987)
Vefasiz,Orhan Aksoy,5.1,57,"
Drama            ",(1971)
Yuvasiz kuslar,Mehmet Dinler,6.5,57,"
Drama            ",(1970)
Kader ayirsa bile,Semih Evin,7.2,57,"
Drama, Romance            ",(1968)
Karli dagdaki ates,Safa Önal,7.4,57,"
Drama, Romance            ",(1969)
Affet beni,Ertem Göreç,7.3,57,"
Drama, Romance            ",(1967)
Memleket,Murat Saraçoglu,5.3,56,"
Drama            ",(2016)
Pasa kizi,Türker Inanoglu,7.4,56,"
Drama, Romance            ",(1967)
Aci lokma,Temel Gürsu,3.1,56,"
Drama            ",(1986)
Vahsi sevgili,Tolgay Ziyal,3.2,56,"
Drama, Romance            ",(1977)
Hayat mi Bu?,Orhan Aksoy,6.5,56,"
Drama, Romance            ",(1972)
Çanakkale aslanlari,Turgut Demirag,7.4,56,"
Drama, War            ",(1965)
Kin,Natuk Baytan,5.4,56,"
Action, Adventure, Drama            ",(1974)
Anneler günü,Aram Gülyüz,4.9,56,"
Drama            ",(1973)
Yemekteydik ve karar verdim,Görkem Yeltan,4.2,55,"
Drama, Family            ",(2015)
Kursun adres sormaz,Bilge Olgaç,7.7,55,"
Adventure, Drama            ",(1992)
Akamas,Panikos Chrissanthou,7.2,55,"
Drama            ",(2006)
Aci,Kaya Ererez,2.8,55,"
Drama            ",(1988)
Suçlu gençlik,Orhan Elmas,3.8,55,"
Action, Drama            ",(1986)
Dokuz dagin efesi: Çakici geliyor,Metin Erksan,7.3,55,"
Drama            ",(1958)
Yüregimde yare var,Safa Önal,6.3,55,"
Drama, Romance            ",(1974)
Iki Iyi Cocuk,Mehmet Demir Yilmaz,6.3,54,"
Drama, Romance            ",(2018)
Topraga uzanan eller,Ömer Can,5.8,54,"
Drama            ",(2013)
7 evlât iki damat,Halit Refig,5.6,54,"
Comedy, Drama            ",(1973)
Tas yastik,Fatih Haciosmanoglu,4.5,54,"
Drama            ",(2008)
Kir gönlünün zincirini,Serif Gören,5.5,54,"
Drama, Musical            ",(1981)
Ah.. gardasim,Kadir Inanir,6.2,54,"
Drama            ",(1991)
Haram,Osman F. Seden,4.3,54,"
Drama            ",(1983)
Beyaz güvercin,Nejat Saydam,7.6,54,"
Drama, Romance            ",(1963)
Sehvet uçurumu,Aydin Arakon,7.4,54,"
Drama, Romance            ",(1962)
Tahran macerasi,Türker Inanoglu,7.4,54,"
Adventure, Drama            ",(1968)
Afilli delikanlilar,Orhan Aksoy,5.7,54,"
Comedy, Drama, Romance            ",(1964)
Derya gülü,Süreyya Duru,7.4,54,"
Drama            ",(1979)
Trust,Sefa Ozturk,6.0,53,"
Crime, Drama            ",(VII) (2018)
Batan günes,Temel Gürsu,6.6,53,"
Drama, Romance            ",(1978)
Kapi,Nihat Durak,7.5,53,"
Comedy, Drama            ",(2019)
Gazap rüzgari,Orhan Aksoy,6.3,53,"
Crime, Drama, Romance            ",(1982)
Saadet sehri,Türker Inanoglu,7.3,53,"
Drama, Romance            ",(1970)
Adali kiz,Oksal Pekmezoglu,3.9,53,"
Adventure, Drama, Romance            ",(1976)
Bir erkegin anatomisi,Yavuz Özkan,6.7,53,"
Drama            ",(1997)
Muhabbet kusu,Nuri Ergün,7.5,53,"
Drama, Romance            ",(1969)
Filinta Kadri,Türker Inanoglu,6.9,53,"
Drama, Romance            ",(1964)
Ingiliz Kemal,Ertem Egilmez,6.7,53,"
Adventure, Drama, War            ",(1968)
Yagmur kaçaklari,Yavuz Özkan,6.3,53,"
Drama            ",(1987)
Uzun Ince Bir Yol,Tunç Basaran,6.8,53,"
Drama, Fantasy            ",(1991)
Uzlasma,Oguzhan Tercan,6.9,53,"
Drama            ",(1992)
Geçmis,Çagdas Çagri,5.0,52,"
Drama            ",(2015)
Muna,Serdar Gözelekli,6.4,52,"
Drama, Thriller, War            ",(I) (2015)
Imparator,Melih Gülgen,4.1,52,"
Adventure, Drama, Romance            ",(1984)
Yarim kalan mucize,Biket Ilhan,5.1,52,"
Drama            ",(2013)
Affet allahim,Melih Gülgen,6.1,52,"
Drama            ",(1986)
Günes dogarken,Serif Gören,4.3,52,"
Drama            ",(1984)
Bar Kizi,Türker Inanoglu,7.4,52,"
Drama, Romance            ",(1966)
Sari Kizla kopuk Ahmet,Türker Inanoglu,7.6,52,"
Drama, Romance            ",(1964)
Günesten de sicak,Temel Gürsu,3.7,52,"
Drama, Romance            ",(1987)
Aci hatiralar,Atif Yilmaz,4.7,52,"
Drama            ",(1977)
Bir gün mutlaka,Bilge Olgaç,6.6,52,"
Drama            ",(1975)
Çirkin Kral afetmez,Yilmaz Atadeniz,7.1,52,"
Adventure, Crime, Drama            ",(1967)
Ayrilik saati,Türker Inanoglu,7.5,52,"
Drama, Romance            ",(1967)
Sokaklarin kanunu,Aram Gülyüz,6.9,52,"
Crime, Drama            ",(1964)
Kader arkadasi,Yilmaz Atadeniz,5.8,52,"
Drama            ",(1981)
Sinsiran: Yasak ask,Samet Çakirtas,2.9,51,"
Drama, Horror, Thriller            ",(2017)
Esruhumun eszamani,Sanal,4.4,51,"
Drama            ",(2012)
Kamp,Mustafa Kara,3.9,51,"
Action, Drama, Thriller            ",(2013)
Sürtük,Ertem Egilmez,6.8,51,"
Drama, Romance            ",(1970)
Çam sakizi,Hulki Saner,5.6,51,"
Comedy, Drama, Romance            ",(1974)
Paramparça,Naci Çelik Berksoy,5.2,51,"
Drama            ",(2010)
Küçük ev,Safa Önal,5.1,51,"
Drama            ",(1977)
Güzel soför,Mahmoud Kushan,7.8,51,"
Drama            ",(1970)
Kardes kani,Kemal Kan,7.4,51,"
Drama, Romance            ",(1964)
Sevemez kimse seni,Ertem Egilmez,5.2,51,"
Drama, Romance            ",(1968)
Safak bekcileri,Halit Refig,7.6,51,"
Drama, Romance            ",(1963)
Sev dedi gözlerim,Orhan Aksoy,5.8,51,"
Drama, Romance            ",(1972)
Esir hayat,Lütfi Akad,6.4,51,"
Drama            ",(1974)
Sahtekar,Ertem Göreç,6.8,51,"
Drama            ",(1972)
Çile,Yücel Çakmakli,5.5,51,"
Drama, Romance            ",(1972)
Dört hergele,Yilmaz Atadeniz,5.5,51,"
Action, Crime, Drama            ",(1974)
Hüzünlü ask,Mehmet Bozkus,7.5,50,"
Drama, Romance            ",(1969)
Meyhaneci,Türker Inanoglu,7.5,50,"
Drama, Romance            ",(1964)
Korkunç süphe,Ertem Göreç,7.6,50,"
Drama            ",(1964)
Bana Annemi Anlat,Osman F. Seden,7.6,50,"
Drama            ",(1963)
Vur emri,Türker Inanoglu,7.2,50,"
Drama, Romance            ",(1966)
Sahipsizler,Ertem Göreç,6.5,50,"
Drama            ",(1974)
Aglayan melek,Safa Önal,5.9,50,"
Drama, Romance            ",(1970)
Yangin var: Eski Istanbul kabadayilari,Lütfi Akad,7.1,50,"
Romance, Drama            ",(1960)
Kirik çanaklar,Memduh Ün,7.5,50,"
Drama, Family            ",(1960)
Mezeci Ciragi,Battal Karslioglu,6.7,49,"
Drama            ",(2017)
Yeni baslayanlar için hayatta kalma sanati,Burak Serbest,5.9,49,"
Drama, Family            ",(2017)
Melekleri Tasiyan Adam,Cansel Elcin,5.1,49,"
Drama            ",(2016)
Derin Düsün-ce,Çagatay Tosun,5.6,49,"
Crime, Drama, Family            ",(2013)
Para,Memduh Ün,6.4,49,"
Drama, Romance            ",(1973)
Paylasilmayan sevgili,Yücel Hekimoglu,7.6,49,"
Drama            ",(1964)
Kizlar büyüdü,Arsevir Alyanak,7.3,49,"
Drama, Romance            ",(1963)
Ask merdiveni,Ülkü Erakalin,7.4,49,"
Drama, Romance            ",(1962)
Sokaktan gelen kadin,Orhan Aksoy,4.5,49,"
Drama            ",(1984)
Yasam kavgasi,Halit Refig,6.2,49,"
Drama, Family            ",(1978)
Anneler ve Kizlari,Lütfi Akad,6.6,49,"
Drama, Romance            ",(1971)
Bir Türk'e gönül verdim,Halit Refig,6.6,49,"
Drama            ",(1969)
Mahpus,Nejat Saydam,7.3,49,"
Drama, Romance            ",(1973)
Bugulu gözler,Safa Önal,5.3,49,"
Drama, Romance            ",(1970)
Aysecik - Seytan cekici,Atif Yilmaz,4.7,49,"
Drama, Family            ",(1960)
Kizim ve ben,Halit Refig,5.8,49,"
Drama, Romance            ",(1988)
Kabadayi,Yavuz Figenli,6.9,49,"
Drama            ",(1968)
Tarla,Cemil Agacikoglu,5.1,48,"
Drama            ",(2015)
Yakti beni,Melih Gülgen,6.1,48,"
Drama            ",(1983)
Zehra,Yücel Çakmakli,5.7,48,"
Drama, Romance            ",(1972)
Sarkici,Ersin Pertan,4.9,48,"
Comedy, Drama            ",(2001)
Derdim dünyadan büyük,Serif Gören,5.9,48,"
Drama, Romance            ",(1978)
Kaderimin oyunu,Orhan Aksoy,7.0,48,"
Drama            ",(1972)
Rüzgar,Cüneyt Arkin,5.6,48,"
Drama, Musical            ",(1980)
Enkaz,Alpgiray M. Ugurlu,5.5,47,"
Drama, Thriller            ",(2016)
Damga,Osman F. Seden,5.0,47,"
Drama            ",(1984)
Ölüm Yolu,Halit Refig,4.0,47,"
Adventure, Drama            ",(1985)
Son kuslar,Erdogan Tokatli,7.3,47,"
Drama, Romance            ",(1965)
Yarali kalp,Remzi Jöntürk,6.2,47,"
Drama, Romance            ",(1969)
Enayi,Feyzi Tuna,6.0,47,"
Drama            ",(1974)
Çilekes,Osman F. Seden,5.4,47,"
Drama, Romance            ",(1978)
Avare Mustafa,Memduh Ün,7.5,47,"
Drama            ",(1961)
Biktim hergün ölmekten,Osman F. Seden,5.9,47,"
Drama, Romance            ",(1976)
Yavru melek,Osman F. Seden,5.1,47,"
Drama            ",(1962)
Bir Gün Bir Çocuk,Sinan Sertel,6.2,46,"
Drama            ",(2016)
Fedakar,Hüseyin Eleman,6.2,46,"
Drama            ",(2011)
Yuvasiz kuslar,Natuk Baytan,6.0,46,"
Drama, Romance            ",(1979)
Tövbekar,Ertem Göreç,5.5,46,"
Action, Crime, Drama            ",(1977)
Satilmis adam,Remzi Jöntürk,5.5,46,"
Action, Crime, Drama            ",(1977)
Ask mahkumu,Nuri Ergün,5.4,46,"
Drama            ",(1973)
Yavru ile Kâtip,Feyzi Tuna,4.5,46,"
Comedy, Drama            ",(1971)
