GDP
3.295476728
5.263262776
5.643124848
-0.517154562
-0.197678537
5.386090051
4.608597407
5.561684929
3.17569075
-0.244596225
2.594470388
-1.910891068
4.632457181
7.259086959
4.238737521
3.511614499
3.461747692
4.203971979
3.680524033
1.919370297
-0.074084531
3.555396148
2.745856719
4.037643425
2.718975789
3.795881229
4.487026493
4.449910963
4.685199608
4.092176449
0.975981834
1.786127687
2.806775956
3.78574285
3.345216063
2.666625826
1.77857024
-0.291621459
-2.775529574
2.721576658
1.550835506
2.249545852
1.842081071
2.451973035
2.880910466
1.56721517
2.21701033
