Open,High,Low,Close,rsi_o,rsi_h,rsi_l,rsi_c
301.13,307.96,298.0,307.96,,,,
307.95,312.0,307.0,308.95,,,,
308.95,310.51,303.56,307.06,,,,
307.74,312.18,298.21,301.6,,,,
301.6,310.85,299.01,302.0,,,,
302.0,306.47,295.19,301.4,,,,
301.4,309.49,298.41,306.24,,,,
306.24,311.79,303.22,307.78,,,,
307.78,310.29,296.32,298.8,,,,
298.8,301.11,287.37,293.83,,,,
295.46,295.46,283.94,293.96,,,,
293.31,299.84,292.83,293.22,,,,
294.69,299.9,287.01,290.16,,,,
290.16,293.17,278.0,282.58,,,,
281.39,290.85,279.56,288.64,30.909090909090907,32.19562955254942,37.70666666666667,29.551227773073663
288.64,295.0,284.16,293.31,39.97414684591521,37.965580373489566,41.56628824321724,36.329654157468724
290.6,294.9,288.8,290.91,42.182711168321696,37.88192707425789,45.25116422265428,34.49284708563076
289.41,292.42,285.96,292.41,41.191748015652614,35.77655932267203,43.445291412673505,36.64871624501166
287.97,295.56,285.39,292.08,39.968154063315644,40.30061954607226,43.07374655978204,36.36516821106793
293.02,296.89,282.85,295.0,46.02358061298195,42.159176825715264,41.37567055827738,40.73457868045379
295.0,296.92,292.28,295.1,48.22859530273199,42.20288539400811,49.357814816101516,40.88428245200687
295.1,300.53,293.28,297.88,48.343371799121726,47.35796543232568,50.133215254025984,45.04054756783644
297.87,300.53,294.51,299.1,51.54773372308288,47.357965432325685,51.12449147609235,46.80799440846083
299.1,300.9,294.6,299.85,52.94360130200073,47.91022799050381,51.20093081830154,47.91688082838398
300.03,329.49,299.11,318.5,54.022153750519976,72.18899812346051,54.99902952846606,66.57628232707162
317.48,333.66,312.6,331.53,68.57607860219733,74.08619335202265,64.01971266433719,73.672933486116
331.33,346.52,325.42,334.94,75.2677445608317,78.87279272387306,70.1446362399184,75.15940097390438
334.34,342.72,316.82,329.71,76.44187410812486,74.49409442979007,62.46299594195766,68.74810712569706
332.27,332.74,316.12,323.29,73.84551390065116,64.384559841407,61.86909023080179,61.78124738258815
321.04,330.41,280.0,280.0,61.6180670674598,62.26019144352642,40.48073252836432,35.59050829900433
